Chromosome,Position,Reads
CP048230.1,1261,104
CP048230.1,2608,376
CP048230.1,2648,37
CP048230.1,20445,524
CP048230.1,21047,133
CP048230.1,29709,34
CP048230.1,31818,44
CP048230.1,31936,214
CP048230.1,31959,107
CP048230.1,33638,56
CP048230.1,33645,50
CP048230.1,33652,48
CP048230.1,33913,338
CP048230.1,34061,107
CP048230.1,37758,1
CP048230.1,37766,1
CP048230.1,39065,203
CP048230.1,39098,128
CP048230.1,39101,138
CP048230.1,39103,123
CP048230.1,39137,509
CP048230.1,39214,285
CP048230.1,39223,418
CP048230.1,39235,1538
CP048230.1,39241,1
CP048230.1,39242,63
CP048230.1,39248,73
CP048230.1,39256,199
CP048230.1,39272,1444
CP048230.1,39279,1934
CP048230.1,39283,1548
CP048230.1,39287,57
CP048230.1,39290,967
CP048230.1,39291,389
CP048230.1,39297,305
CP048230.1,39379,506
CP048230.1,39385,1
CP048230.1,39394,66
CP048230.1,39446,569
CP048230.1,39448,5
CP048230.1,39453,32
CP048230.1,39455,105
CP048230.1,39462,88
CP048230.1,39547,40
CP048230.1,39637,293
CP048230.1,39659,1293
CP048230.1,39664,3
CP048230.1,39666,1212
CP048230.1,39819,3
CP048230.1,40174,741
CP048230.1,40181,120
CP048230.1,40428,90
CP048230.1,40474,248
CP048230.1,40527,12
CP048230.1,41148,103
CP048230.1,42332,168
CP048230.1,42679,372
CP048230.1,42838,266
CP048230.1,43000,267
CP048230.1,43158,190
CP048230.1,43281,760
CP048230.1,43314,309
CP048230.1,43321,24
CP048230.1,43461,3
CP048230.1,43493,382
CP048230.1,43495,513
CP048230.1,43515,370
CP048230.1,45562,59
CP048230.1,45868,20
CP048230.1,45889,2
CP048230.1,45901,337
CP048230.1,46226,52
CP048230.1,47048,10
CP048230.1,47055,85
CP048230.1,47279,43
CP048230.1,47417,591
CP048230.1,47439,645
CP048230.1,47448,90
CP048230.1,47457,410
CP048230.1,47470,28
CP048230.1,47789,473
CP048230.1,47835,703
CP048230.1,47842,94
CP048230.1,47878,7
CP048230.1,47882,18
CP048230.1,48251,7
CP048230.1,48382,458
CP048230.1,48391,7
CP048230.1,48440,154
CP048230.1,48787,571
CP048230.1,48798,554
CP048230.1,48805,136
CP048230.1,49461,57
CP048230.1,49702,411
CP048230.1,50362,176
CP048230.1,50487,163
CP048230.1,50503,187
CP048230.1,50510,1511
CP048230.1,50525,4
CP048230.1,50558,171
CP048230.1,50563,278
CP048230.1,50623,133
CP048230.1,50875,21
CP048230.1,50908,248
CP048230.1,51013,34
CP048230.1,51017,1
CP048230.1,51024,171
CP048230.1,51109,625
CP048230.1,51121,5
CP048230.1,51134,1
CP048230.1,51156,371
CP048230.1,51233,764
CP048230.1,51236,2081
CP048230.1,51240,133
CP048230.1,51243,2886
CP048230.1,51248,762
CP048230.1,51261,506
CP048230.1,51393,520
CP048230.1,51454,994
CP048230.1,51474,483
CP048230.1,51480,161
CP048230.1,51499,1
CP048230.1,51507,41
CP048230.1,51512,44
CP048230.1,51519,341
CP048230.1,51527,1603
CP048230.1,51529,34
CP048230.1,51542,57
CP048230.1,51549,1155
CP048230.1,51553,192
CP048230.1,51556,551
CP048230.1,51563,1
CP048230.1,51625,1005
CP048230.1,51626,940
CP048230.1,51632,1413
CP048230.1,51649,774
CP048230.1,51706,1928
CP048230.1,51707,166
CP048230.1,51719,299
CP048230.1,51726,1175
CP048230.1,51764,5
CP048230.1,51765,704
CP048230.1,51767,1522
CP048230.1,51772,762
CP048230.1,51882,213
CP048230.1,51889,1
CP048230.1,52037,2
CP048230.1,52044,919
CP048230.1,52740,416
