Chromosome	Source	Up feature type	Up feature name	Up gene name	Up feature dist	Down feature type	Down feature name	Down gene name	Down feature dist	IntergenicType	Hit position	Hit count
CP048230.1	W	gene	GWK60_A00011	EPA19	0	gene	GWK60_A00011	EPA19	0	ORF(C)-ORF(C)	3294	147
CP048230.1	W	gene	GWK60_A00011	EPA19	1562	gene	GWK60_A00033	EPA24	7887	C-C	18546	2676
CP048230.1	W	gene	GWK60_A00033	EPA24	3657	gene	GWK60_A00055	GWK60_A00055	467	C-C	32198	1415
CP048230.1	W	gene	GWK60_A00033	EPA24	3941	gene	GWK60_A00055	GWK60_A00055	183	C-C	32482	68
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	0	gene	GWK60_A00099	GWK60_A00099	0	ORF(W)-ORF(W)	39054	148
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	167	gene	GWK60_A00121	GWK60_A00121	634	W-W	39235	1174
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	173	gene	GWK60_A00121	GWK60_A00121	628	W-W	39241	1552
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	204	gene	GWK60_A00121	GWK60_A00121	597	W-W	39272	19303
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	215	gene	GWK60_A00121	GWK60_A00121	586	W-W	39283	6806
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	387	gene	GWK60_A00121	GWK60_A00121	414	W-W	39455	1
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	472	gene	GWK60_A00121	GWK60_A00121	329	W-W	39540	7851
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	630	gene	GWK60_A00121	GWK60_A00121	171	W-W	39698	6506
CP048230.1	W	gene	GWK60_A00121	GWK60_A00121	0	gene	GWK60_A00121	GWK60_A00121	0	ORF(W)-ORF(W)	39869	1
CP048230.1	W	gene	GWK60_A00121	GWK60_A00121	0	gene	GWK60_A00121	GWK60_A00121	0	ORF(W)-ORF(W)	40174	3
CP048230.1	W	gene	GWK60_A00121	GWK60_A00121	0	gene	GWK60_A00121	GWK60_A00121	0	ORF(W)-ORF(W)	40527	1
CP048230.1	W	gene	GWK60_A00143	GWK60_A00143	89	gene	GWK60_A00165	GWK60_A00165	394	C-W	43304	2034
CP048230.1	W	gene	GWK60_A00143	GWK60_A00143	99	gene	GWK60_A00165	GWK60_A00165	384	C-W	43314	1107
CP048230.1	W	gene	GWK60_A00143	GWK60_A00143	278	gene	GWK60_A00165	GWK60_A00165	205	C-W	43493	108
CP048230.1	W	gene	GWK60_A00209	GWK60_A00209	0	gene	GWK60_A00209	GWK60_A00209	0	ORF(W)-ORF(W)	46346	293
CP048230.1	W	gene	GWK60_A00209	GWK60_A00209	0	gene	GWK60_A00209	GWK60_A00209	0	ORF(W)-ORF(W)	46903	2
CP048230.1	W	gene	GWK60_A00209	GWK60_A00209	305	gene	GWK60_A00231	GWK60_A00231	244	W-W	47441	7292
CP048230.1	W	gene	GWK60_A00209	GWK60_A00209	334	gene	GWK60_A00231	GWK60_A00231	215	W-W	47470	1
CP048230.1	W	gene	GWK60_A00231	GWK60_A00231	0	gene	GWK60_A00231	GWK60_A00231	0	ORF(W)-ORF(W)	47839	1
CP048230.1	W	gene	GWK60_A00231	GWK60_A00231	0	gene	GWK60_A00231	GWK60_A00231	0	ORF(W)-ORF(W)	47882	1
CP048230.1	W	gene	GWK60_A00231	GWK60_A00231	130	gene	GWK60_A00253	GWK60_A00253	240	W-C	48384	817
