Chromosome	Source	Up feature type	Up feature name	Up gene name	Up feature dist	Down feature type	Down feature name	Down gene name	Down feature dist	IntergenicType	Hit position	Hit count
CP048230.1	W	gene	GWK60_A00033	EPA24	3386	gene	GWK60_A00055	GWK60_A00055	738	C-C	31927	3
CP048230.1	W	gene	GWK60_A00055	GWK60_A00055	0	gene	GWK60_A00055	GWK60_A00055	0	ORF(C)-ORF(C)	32931	1
CP048230.1	W	gene	GWK60_A00055	GWK60_A00055	134	gene	GWK60_A00077	GWK60_A00077	477	C-C	33638	1333
CP048230.1	W	gene	GWK60_A00055	GWK60_A00055	143	gene	GWK60_A00077	GWK60_A00077	468	C-C	33647	3
CP048230.1	W	gene	GWK60_A00055	GWK60_A00055	452	gene	GWK60_A00077	GWK60_A00077	159	C-C	33956	1
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	167	gene	GWK60_A00121	GWK60_A00121	634	W-W	39235	15322
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	188	gene	GWK60_A00121	GWK60_A00121	613	W-W	39256	1
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	204	gene	GWK60_A00121	GWK60_A00121	597	W-W	39272	23413
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	215	gene	GWK60_A00121	GWK60_A00121	586	W-W	39283	9063
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	223	gene	GWK60_A00121	GWK60_A00121	578	W-W	39291	10
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	380	gene	GWK60_A00121	GWK60_A00121	421	W-W	39448	556
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	387	gene	GWK60_A00121	GWK60_A00121	414	W-W	39455	12578
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	630	gene	GWK60_A00121	GWK60_A00121	171	W-W	39698	1
CP048230.1	W	gene	GWK60_A00121	GWK60_A00121	0	gene	GWK60_A00121	GWK60_A00121	0	ORF(W)-ORF(W)	40067	9974
CP048230.1	W	gene	GWK60_A00121	GWK60_A00121	0	gene	GWK60_A00121	GWK60_A00121	0	ORF(W)-ORF(W)	40174	3
