Chromosome	Source	Up feature type	Up feature name	Up gene name	Up feature dist	Down feature type	Down feature name	Down gene name	Down feature dist	IntergenicType	Hit position	Hit count
CP048230.1	W	None	None	None	505	protein_coding	GWK60_A00011	EPA19	2781	 - -C	506	0
CP048230.1	W	None	None	None	2176	protein_coding	GWK60_A00011	EPA19	1110	 - -C	2177	14
CP048230.1	W	None	None	None	2655	protein_coding	GWK60_A00011	EPA19	631	 - -C	2656	135
CP048230.1	W	protein_coding	GWK60_A00033	EPA24	3156	protein_coding	GWK60_A00055	GWK60_A00055	968	C-C	31697	1
CP048230.1	W	protein_coding	GWK60_A00033	EPA24	3270	protein_coding	GWK60_A00055	GWK60_A00055	854	C-C	31811	0
CP048230.1	W	protein_coding	GWK60_A00033	EPA24	4036	protein_coding	GWK60_A00055	GWK60_A00055	88	C-C	32577	101
CP048230.1	W	protein_coding	GWK60_A00055	GWK60_A00055	0	protein_coding	GWK60_A00055	GWK60_A00055	0	ORF(C)-ORF(C)	32939	0
CP048230.1	W	protein_coding	GWK60_A00055	GWK60_A00055	143	protein_coding	GWK60_A00077	GWK60_A00077	468	C-C	33647	171
CP048230.1	W	protein_coding	GWK60_A00055	GWK60_A00055	343	protein_coding	GWK60_A00077	GWK60_A00077	268	C-C	33847	1
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	167	protein_coding	GWK60_A00121	GWK60_A00121	634	W-W	39235	303
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	173	protein_coding	GWK60_A00121	GWK60_A00121	628	W-W	39241	109
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	204	protein_coding	GWK60_A00121	GWK60_A00121	597	W-W	39272	461
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	223	protein_coding	GWK60_A00121	GWK60_A00121	578	W-W	39291	142
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	380	protein_coding	GWK60_A00121	GWK60_A00121	421	W-W	39448	102
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	506	protein_coding	GWK60_A00121	GWK60_A00121	295	W-W	39574	71
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	591	protein_coding	GWK60_A00121	GWK60_A00121	210	W-W	39659	22
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	781	protein_coding	GWK60_A00121	GWK60_A00121	20	W-W	39849	1
CP048230.1	W	protein_coding	GWK60_A00121	GWK60_A00121	0	protein_coding	GWK60_A00121	GWK60_A00121	0	ORF(W)-ORF(W)	40067	73
CP048230.1	W	protein_coding	GWK60_A00121	GWK60_A00121	0	protein_coding	GWK60_A00121	GWK60_A00121	0	ORF(W)-ORF(W)	40527	155
CP048230.1	W	protein_coding	GWK60_A00143	GWK60_A00143	0	protein_coding	GWK60_A00143	GWK60_A00143	0	ORF(C)-ORF(C)	42601	0
CP048230.1	W	protein_coding	GWK60_A00143	GWK60_A00143	99	protein_coding	GWK60_A00165	GWK60_A00165	384	C-W	43314	0
CP048230.1	W	protein_coding	GWK60_A00143	GWK60_A00143	199	protein_coding	GWK60_A00165	GWK60_A00165	284	C-W	43414	1
CP048230.1	W	protein_coding	GWK60_A00143	GWK60_A00143	300	protein_coding	GWK60_A00165	GWK60_A00165	183	C-W	43515	99
CP048230.1	W	protein_coding	GWK60_A00165	GWK60_A00165	0	protein_coding	GWK60_A00165	GWK60_A00165	0	ORF(W)-ORF(W)	44354	15
CP048230.1	W	protein_coding	GWK60_A00209	GWK60_A00209	0	protein_coding	GWK60_A00209	GWK60_A00209	0	ORF(W)-ORF(W)	47091	0
CP048230.1	W	protein_coding	GWK60_A00231	GWK60_A00231	0	protein_coding	GWK60_A00231	GWK60_A00231	0	ORF(W)-ORF(W)	47858	0
CP048230.1	W	protein_coding	GWK60_A00231	GWK60_A00231	0	protein_coding	GWK60_A00231	GWK60_A00231	0	ORF(W)-ORF(W)	48216	117
CP048230.1	W	protein_coding	GWK60_A00253	GWK60_A00253	0	protein_coding	GWK60_A00253	GWK60_A00253	0	ORF(C)-ORF(C)	48787	70
CP048230.1	W	protein_coding	GWK60_A00253	GWK60_A00253	0	protein_coding	GWK60_A00253	GWK60_A00253	0	ORF(C)-ORF(C)	48812	0
CP048230.1	W	protein_coding	GWK60_A00253	GWK60_A00253	0	protein_coding	GWK60_A00253	GWK60_A00253	0	ORF(C)-ORF(C)	50362	0
CP048230.1	W	protein_coding	GWK60_A00253	GWK60_A00253	0	protein_coding	GWK60_A00253	GWK60_A00253	0	ORF(C)-ORF(C)	50503	0
