Chromosome	Source	Up feature type	Up feature name	Up gene name	Up feature dist	Down feature type	Down feature name	Down gene name	Down feature dist	IntergenicType	Hit position	Hit count
CP048230.1	W	gene	GWK60_A00011	EPA19	1542	gene	GWK60_A00033	EPA24	7907	C-C	18526	1
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	325	gene	GWK60_A00121	GWK60_A00121	476	W-W	39393	1
CP048230.1	W	gene	GWK60_A00231	GWK60_A00231	0	gene	GWK60_A00231	GWK60_A00231	0	ORF(W)-ORF(W)	47835	1
CP048230.1	W	gene	GWK60_A00231	GWK60_A00231	137	gene	GWK60_A00253	GWK60_A00253	233	W-C	48391	1
CP048230.1	W	gene	GWK60_A00253	GWK60_A00253	0	gene	GWK60_A00253	GWK60_A00253	0	ORF(C)-ORF(C)	49399	1
CP048230.1	W	gene	GWK60_A00253	GWK60_A00253	39	gene	GWK60_A00275	GWK60_A00275	789	C-C	51017	1
CP048230.1	W	gene	GWK60_A00275	GWK60_A00275	803	gene	GWK60_A00297	SCL1	381	C-W	55818	2
CP048230.1	W	gene	GWK60_A00319	ERG4	1325	gene	GWK60_A00341	PDR1	2213	C-W	59998	1
CP048230.1	W	gene	GWK60_A00319	ERG4	2415	gene	GWK60_A00341	PDR1	1123	C-W	61088	1
CP048230.1	W	gene	GWK60_A00319	ERG4	2941	gene	GWK60_A00341	PDR1	597	C-W	61614	1
CP048230.1	W	gene	GWK60_A00363	GWK60_A00363	0	gene	GWK60_A00363	GWK60_A00363	0	ORF(C)-ORF(C)	67381	1
CP048230.1	W	gene	GWK60_A00385	PMA1	587	gene	GWK60_A00407	GWK60_A00407	515	C-W	72961	1
CP048230.1	W	gene	GWK60_A00385	PMA1	715	gene	GWK60_A00407	GWK60_A00407	387	C-W	73089	1
CP048230.1	W	gene	GWK60_A00385	PMA1	734	gene	GWK60_A00407	GWK60_A00407	368	C-W	73108	1
CP048230.1	W	gene	GWK60_A00385	PMA1	1013	gene	GWK60_A00407	GWK60_A00407	89	C-W	73387	3
CP048230.1	W	gene	GWK60_A00385	PMA1	1036	gene	GWK60_A00407	GWK60_A00407	66	C-W	73410	1
CP048230.1	W	gene	GWK60_A00385	PMA1	1053	gene	GWK60_A00407	GWK60_A00407	49	C-W	73427	2
CP048230.1	W	gene	GWK60_A00385	PMA1	1055	gene	GWK60_A00407	GWK60_A00407	47	C-W	73429	2
CP048230.1	W	gene	GWK60_A00407	GWK60_A00407	0	gene	GWK60_A00407	GWK60_A00407	0	ORF(W)-ORF(W)	75310	1
CP048230.1	W	gene	GWK60_A00407	GWK60_A00407	0	gene	GWK60_A00407	GWK60_A00407	0	ORF(W)-ORF(W)	75865	1
CP048230.1	W	gene	GWK60_A00429	GWK60_A00429	161	gene	GWK60_A00451	GWK60_A00451	324	C-C	78032	1
CP048230.1	W	gene	GWK60_A00451	GWK60_A00451	0	gene	GWK60_A00451	GWK60_A00451	0	ORF(C)-ORF(C)	78374	1
CP048230.1	W	gene	GWK60_A00451	GWK60_A00451	0	gene	GWK60_A00451	GWK60_A00451	0	ORF(C)-ORF(C)	78415	2
CP048230.1	W	gene	GWK60_A00451	GWK60_A00451	0	gene	GWK60_A00451	GWK60_A00451	0	ORF(C)-ORF(C)	78438	5
CP048230.1	W	gene	GWK60_A00451	GWK60_A00451	0	gene	GWK60_A00451	GWK60_A00451	0	ORF(C)-ORF(C)	78621	1
CP048230.1	W	gene	GWK60_A00451	GWK60_A00451	158	gene	GWK60_A00473	GWK60_A00473	179	C-W	79752	1
CP048230.1	W	gene	GWK60_A00495	GWK60_A00495	7	gene	GWK60_A00517	GWK60_A00517	614	C-W	83855	4
CP048230.1	W	gene	GWK60_A00539	GWK60_A00539	70	gene	GWK60_A00561	GWK60_A00561	237	W-C	86029	2
CP048230.1	W	gene	GWK60_A00539	GWK60_A00539	249	gene	GWK60_A00561	GWK60_A00561	58	W-C	86208	4
CP048230.1	W	gene	GWK60_A00561	GWK60_A00561	1008	gene	GWK60_A00583	GWK60_A00583	20	C-W	87382	1
CP048230.1	W	gene	GWK60_A00561	GWK60_A00561	1015	gene	GWK60_A00583	GWK60_A00583	13	C-W	87389	1
CP048230.1	W	gene	GWK60_A00583	GWK60_A00583	0	gene	GWK60_A00583	GWK60_A00583	0	ORF(W)-ORF(W)	87405	1
CP048230.1	W	gene	GWK60_A00605	GWK60_A00605	2016	gene	GWK60_A00627	GWK60_A00627	613	W-W	93931	1
CP048230.1	W	gene	GWK60_A00627	GWK60_A00627	0	gene	GWK60_A00627	GWK60_A00627	0	ORF(W)-ORF(W)	94802	1
CP048230.1	W	gene	GWK60_A00627	GWK60_A00627	84	gene	GWK60_A00649	GWK60_A00649	1061	W-W	94918	1
CP048230.1	W	gene	GWK60_A00627	GWK60_A00627	279	gene	GWK60_A00649	GWK60_A00649	866	W-W	95113	1
CP048230.1	W	gene	GWK60_A00649	GWK60_A00649	0	gene	GWK60_A00649	GWK60_A00649	0	ORF(W)-ORF(W)	95990	1
CP048230.1	W	gene	GWK60_A00649	GWK60_A00649	0	gene	GWK60_A00649	GWK60_A00649	0	ORF(W)-ORF(W)	96425	2
CP048230.1	W	gene	GWK60_A00649	GWK60_A00649	0	gene	GWK60_A00649	GWK60_A00649	0	ORF(W)-ORF(W)	97034	1
CP048230.1	W	gene	GWK60_A00649	GWK60_A00649	0	gene	GWK60_A00649	GWK60_A00649	0	ORF(W)-ORF(W)	97424	1
CP048230.1	W	gene	GWK60_A00671	GWK60_A00671	0	gene	GWK60_A00671	GWK60_A00671	0	ORF(W)-ORF(W)	98839	1
CP048230.1	W	gene	GWK60_A00671	GWK60_A00671	0	gene	GWK60_A00671	GWK60_A00671	0	ORF(W)-ORF(W)	99244	1
CP048230.1	W	gene	GWK60_A00671	GWK60_A00671	0	gene	GWK60_A00671	GWK60_A00671	0	ORF(W)-ORF(W)	99292	3
CP048230.1	W	gene	GWK60_A00671	GWK60_A00671	0	gene	GWK60_A00671	GWK60_A00671	0	ORF(W)-ORF(W)	101631	1
CP048230.1	W	gene	GWK60_A00671	GWK60_A00671	0	gene	GWK60_A00671	GWK60_A00671	0	ORF(W)-ORF(W)	101837	1
CP048230.1	W	gene	GWK60_A00759	EST2	0	gene	GWK60_A00759	EST2	0	ORF(W)-ORF(W)	111311	1
CP048230.1	W	gene	GWK60_A00869	GWK60_A00869	582	gene	GWK60_A00891	GWK60_A00891	406	C-W	122439	1
CP048230.1	W	gene	GWK60_A00869	GWK60_A00869	869	gene	GWK60_A00891	GWK60_A00891	119	C-W	122726	2
CP048230.1	W	gene	GWK60_A00869	GWK60_A00869	982	gene	GWK60_A00891	GWK60_A00891	6	C-W	122839	2
CP048230.1	W	gene	GWK60_A00891	GWK60_A00891	0	gene	GWK60_A00891	GWK60_A00891	0	ORF(W)-ORF(W)	123105	1
CP048230.1	W	gene	GWK60_A00891	GWK60_A00891	0	gene	GWK60_A00891	GWK60_A00891	0	ORF(W)-ORF(W)	123154	1
CP048230.1	W	gene	GWK60_A00891	GWK60_A00891	0	gene	GWK60_A00891	GWK60_A00891	0	ORF(W)-ORF(W)	123443	1
CP048230.1	W	gene	GWK60_A00913	GWK60_A00913	506	gene	GWK60_A00935	GWK60_A00935	329	W-C	125721	1
CP048230.1	W	gene	GWK60_A00935	GWK60_A00935	107	gene	GWK60_A00957	GWK60_A00957	477	C-W	127608	1
CP048230.1	W	gene	GWK60_A00935	GWK60_A00935	214	gene	GWK60_A00957	GWK60_A00957	370	C-W	127715	1
CP048230.1	W	gene	GWK60_A00935	GWK60_A00935	300	gene	GWK60_A00957	GWK60_A00957	284	C-W	127801	3
CP048230.1	W	gene	GWK60_A00979	GWK60_A00979	446	gene	GWK60_A01001	GWK60_A01001	431	C-W	132281	1
CP048230.1	W	gene	GWK60_A00979	GWK60_A00979	467	gene	GWK60_A01001	GWK60_A01001	410	C-W	132302	2
CP048230.1	W	gene	GWK60_A00979	GWK60_A00979	494	gene	GWK60_A01001	GWK60_A01001	383	C-W	132329	2
CP048230.1	W	gene	GWK60_A00979	GWK60_A00979	566	gene	GWK60_A01001	GWK60_A01001	311	C-W	132401	2
CP048230.1	W	gene	GWK60_A01001	GWK60_A01001	153	gene	GWK60_A01023	GWK60_A01023	188	W-W	133074	1
CP048230.1	W	gene	GWK60_A01001	GWK60_A01001	155	gene	GWK60_A01023	GWK60_A01023	186	W-W	133076	1
CP048230.1	W	gene	GWK60_A01067	GWK60_A01067	126	gene	GWK60_A01089	GWK60_A01089	33	W-W	140923	1
CP048230.1	W	gene	GWK60_A01067	GWK60_A01067	137	gene	GWK60_A01089	GWK60_A01089	22	W-W	140934	2
CP048230.1	W	gene	GWK60_A01089	GWK60_A01089	0	gene	GWK60_A01089	GWK60_A01089	0	ORF(W)-ORF(W)	141222	2
CP048230.1	W	gene	GWK60_A01089	GWK60_A01089	563	gene	GWK60_A01111	DIP5	450	W-W	141830	1
CP048230.1	W	gene	GWK60_A01089	GWK60_A01089	670	gene	GWK60_A01111	DIP5	343	W-W	141937	2
CP048230.1	W	gene	GWK60_A01089	GWK60_A01089	891	gene	GWK60_A01111	DIP5	122	W-W	142158	1
CP048230.1	W	gene	GWK60_A01111	DIP5	0	gene	GWK60_A01111	DIP5	0	ORF(W)-ORF(W)	142682	1
CP048230.1	W	gene	GWK60_A01111	DIP5	1588	gene	GWK60_A01133	GWK60_A01133	1303	W-W	145709	1
CP048230.1	W	gene	GWK60_A01133	GWK60_A01133	0	gene	GWK60_A01133	GWK60_A01133	0	ORF(W)-ORF(W)	147208	1
CP048230.1	W	gene	GWK60_A01155	GIT1	0	gene	GWK60_A01155	GIT1	0	ORF(C)-ORF(C)	149007	2
