Chromosome	Source	Up feature type	Up feature name	Up gene name	Up feature dist	Down feature type	Down feature name	Down gene name	Down feature dist	IntergenicType	Hit position	Hit count
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	167	gene	GWK60_A00121	GWK60_A00121	634	W-W	39235	1
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	204	gene	GWK60_A00121	GWK60_A00121	597	W-W	39272	2
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	223	gene	GWK60_A00121	GWK60_A00121	578	W-W	39291	1
CP048230.1	W	gene	GWK60_A00253	GWK60_A00253	0	gene	GWK60_A00253	GWK60_A00253	0	ORF(C)-ORF(C)	48787	1
CP048230.1	W	gene	GWK60_A00253	GWK60_A00253	39	gene	GWK60_A00275	GWK60_A00275	789	C-C	51017	1
CP048230.1	W	gene	GWK60_A00253	GWK60_A00253	542	gene	GWK60_A00275	GWK60_A00275	286	C-C	51520	1
CP048230.1	W	gene	GWK60_A00253	GWK60_A00253	578	gene	GWK60_A00275	GWK60_A00275	250	C-C	51556	1
CP048230.1	W	gene	GWK60_A00253	GWK60_A00253	647	gene	GWK60_A00275	GWK60_A00275	181	C-C	51625	1
CP048230.1	W	gene	GWK60_A00253	GWK60_A00253	779	gene	GWK60_A00275	GWK60_A00275	49	C-C	51757	1
CP048230.1	W	gene	GWK60_A00319	ERG4	214	gene	GWK60_A00341	PDR1	3324	C-W	58887	1
CP048230.1	W	gene	GWK60_A00319	ERG4	373	gene	GWK60_A00341	PDR1	3165	C-W	59046	1
CP048230.1	W	gene	GWK60_A00319	ERG4	1325	gene	GWK60_A00341	PDR1	2213	C-W	59998	1
CP048230.1	W	gene	GWK60_A00319	ERG4	2704	gene	GWK60_A00341	PDR1	834	C-W	61377	1
CP048230.1	W	gene	GWK60_A00341	PDR1	20	gene	GWK60_A00363	GWK60_A00363	237	W-C	65554	1
CP048230.1	W	gene	GWK60_A00385	PMA1	715	gene	GWK60_A00407	GWK60_A00407	387	C-W	73089	1
CP048230.1	W	gene	GWK60_A00385	PMA1	734	gene	GWK60_A00407	GWK60_A00407	368	C-W	73108	2
CP048230.1	W	gene	GWK60_A00385	PMA1	898	gene	GWK60_A00407	GWK60_A00407	204	C-W	73272	1
CP048230.1	W	gene	GWK60_A00385	PMA1	1026	gene	GWK60_A00407	GWK60_A00407	76	C-W	73400	2
CP048230.1	W	gene	GWK60_A00385	PMA1	1043	gene	GWK60_A00407	GWK60_A00407	59	C-W	73417	2
CP048230.1	W	gene	GWK60_A00385	PMA1	1053	gene	GWK60_A00407	GWK60_A00407	49	C-W	73427	2
CP048230.1	W	gene	GWK60_A00385	PMA1	1055	gene	GWK60_A00407	GWK60_A00407	47	C-W	73429	1
