Chromosome	Source	Up feature type	Up feature name	Up gene name	Up feature dist	Down feature type	Down feature name	Down gene name	Down feature dist	IntergenicType	Hit position	Hit count
CP048230.1	W	None	None	None	505	protein_coding	GWK60_A00011	EPA19	2781	 - -C	506	1
CP048230.1	W	None	None	None	2176	protein_coding	GWK60_A00011	EPA19	1110	 - -C	2177	67
CP048230.1	W	None	None	None	2655	protein_coding	GWK60_A00011	EPA19	631	 - -C	2656	1100
CP048230.1	W	protein_coding	GWK60_A00033	EPA24	3156	protein_coding	GWK60_A00055	GWK60_A00055	968	C-C	31697	11
CP048230.1	W	protein_coding	GWK60_A00033	EPA24	3270	protein_coding	GWK60_A00055	GWK60_A00055	854	C-C	31811	1
CP048230.1	W	protein_coding	GWK60_A00033	EPA24	4036	protein_coding	GWK60_A00055	GWK60_A00055	88	C-C	32577	670
CP048230.1	W	protein_coding	GWK60_A00055	GWK60_A00055	0	protein_coding	GWK60_A00055	GWK60_A00055	0	ORF(C)-ORF(C)	32939	1
CP048230.1	W	protein_coding	GWK60_A00055	GWK60_A00055	143	protein_coding	GWK60_A00077	GWK60_A00077	468	C-C	33647	1121
CP048230.1	W	protein_coding	GWK60_A00055	GWK60_A00055	343	protein_coding	GWK60_A00077	GWK60_A00077	268	C-C	33847	2
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	167	protein_coding	GWK60_A00121	GWK60_A00121	634	W-W	39235	2121
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	173	protein_coding	GWK60_A00121	GWK60_A00121	628	W-W	39241	755
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	204	protein_coding	GWK60_A00121	GWK60_A00121	597	W-W	39272	3243
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	223	protein_coding	GWK60_A00121	GWK60_A00121	578	W-W	39291	977
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	380	protein_coding	GWK60_A00121	GWK60_A00121	421	W-W	39448	786
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	506	protein_coding	GWK60_A00121	GWK60_A00121	295	W-W	39574	518
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	591	protein_coding	GWK60_A00121	GWK60_A00121	210	W-W	39659	106
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	781	protein_coding	GWK60_A00121	GWK60_A00121	20	W-W	39849	1
CP048230.1	W	protein_coding	GWK60_A00121	GWK60_A00121	0	protein_coding	GWK60_A00121	GWK60_A00121	0	ORF(W)-ORF(W)	40067	503
CP048230.1	W	protein_coding	GWK60_A00121	GWK60_A00121	0	protein_coding	GWK60_A00121	GWK60_A00121	0	ORF(W)-ORF(W)	40527	968
CP048230.1	W	protein_coding	GWK60_A00143	GWK60_A00143	0	protein_coding	GWK60_A00143	GWK60_A00143	0	ORF(C)-ORF(C)	42601	1
