Chromosome,Position,Reads
CP048230.1,1261,160
CP048230.1,1774,1
CP048230.1,2682,44
CP048230.1,20266,143
CP048230.1,26244,55
CP048230.1,29632,550
CP048230.1,31789,454
CP048230.1,31927,7
CP048230.1,31929,21
CP048230.1,31936,8
CP048230.1,32577,10
CP048230.1,32766,146
CP048230.1,32939,413
CP048230.1,33227,32
CP048230.1,33638,327
CP048230.1,33645,44
CP048230.1,33654,24
CP048230.1,33740,2
CP048230.1,33906,299
CP048230.1,33956,24
CP048230.1,36147,18
CP048230.1,36171,28
CP048230.1,36489,1283
CP048230.1,38969,2
CP048230.1,39102,23
CP048230.1,39103,157
CP048230.1,39147,170
CP048230.1,39199,129
CP048230.1,39205,50
CP048230.1,39207,324
CP048230.1,39216,5
CP048230.1,39231,6
CP048230.1,39235,617
CP048230.1,39241,820
CP048230.1,39242,2088
CP048230.1,39255,132
CP048230.1,39266,637
CP048230.1,39272,4141
CP048230.1,39279,4056
CP048230.1,39283,614
CP048230.1,39287,36
CP048230.1,39290,968
CP048230.1,39291,574
CP048230.1,39377,212
CP048230.1,39379,72
CP048230.1,39388,19
CP048230.1,39407,512
CP048230.1,39439,198
CP048230.1,39446,208
CP048230.1,39453,64
CP048230.1,39455,72
CP048230.1,39462,75
CP048230.1,39480,1
CP048230.1,39523,35
CP048230.1,39565,19
CP048230.1,39574,254
CP048230.1,39588,148
CP048230.1,39612,14
CP048230.1,39659,79
CP048230.1,39666,1615
CP048230.1,39690,135
CP048230.1,39692,144
CP048230.1,39805,562
CP048230.1,39849,609
CP048230.1,39876,13
CP048230.1,39943,427
CP048230.1,40071,1
CP048230.1,40074,478
CP048230.1,40087,19
CP048230.1,40102,706
CP048230.1,40181,838
CP048230.1,40538,85
CP048230.1,41121,6
CP048230.1,41221,94
CP048230.1,42293,381
CP048230.1,42352,514
CP048230.1,42566,132
CP048230.1,43304,170
CP048230.1,43314,338
CP048230.1,43321,781
CP048230.1,43356,7
CP048230.1,43383,121
CP048230.1,43450,196
CP048230.1,43493,238
CP048230.1,43500,553
CP048230.1,43522,102
CP048230.1,43786,7
CP048230.1,44773,2
CP048230.1,45436,173
CP048230.1,45443,69
CP048230.1,45472,9
CP048230.1,45518,18
CP048230.1,45889,50
CP048230.1,45917,295
CP048230.1,46032,62
CP048230.1,46041,227
CP048230.1,46139,234
CP048230.1,46394,111
CP048230.1,46773,29
CP048230.1,46910,152
CP048230.1,46915,7
CP048230.1,47060,718
CP048230.1,47272,28
CP048230.1,47299,330
CP048230.1,47445,3
CP048230.1,47452,98
CP048230.1,47470,49
CP048230.1,47521,3
CP048230.1,47700,18
CP048230.1,47835,473
CP048230.1,47878,1
CP048230.1,47882,732
CP048230.1,47976,660
CP048230.1,48014,649
CP048230.1,48134,12
CP048230.1,48224,112
CP048230.1,48701,22
CP048230.1,48787,366
CP048230.1,48794,4
CP048230.1,48798,95
CP048230.1,48909,138
CP048230.1,48975,342
CP048230.1,49147,171
CP048230.1,49332,336
CP048230.1,49339,416
CP048230.1,49393,7
CP048230.1,49461,56
CP048230.1,49629,66
CP048230.1,50362,427
CP048230.1,50369,250
CP048230.1,50503,1795
CP048230.1,50510,1711
CP048230.1,50525,362
CP048230.1,50558,165
CP048230.1,50623,423
CP048230.1,50810,415
CP048230.1,50869,95
CP048230.1,50879,676
CP048230.1,50905,154
CP048230.1,50919,102
CP048230.1,51017,388
CP048230.1,51024,576
CP048230.1,51046,779
CP048230.1,51102,258
CP048230.1,51109,119
CP048230.1,51128,167
CP048230.1,51135,56
CP048230.1,51149,2620
CP048230.1,51156,459
CP048230.1,51160,943
CP048230.1,51172,14
CP048230.1,51233,792
CP048230.1,51236,4554
CP048230.1,51243,7368
CP048230.1,51330,4
CP048230.1,51425,813
CP048230.1,51467,952
CP048230.1,51473,702
CP048230.1,51482,3
CP048230.1,51499,126
CP048230.1,51512,5
CP048230.1,51513,7
CP048230.1,51519,613
CP048230.1,51527,541
CP048230.1,51529,285
CP048230.1,51535,430
CP048230.1,51549,2055
CP048230.1,51556,248
CP048230.1,51560,73
CP048230.1,51563,994
CP048230.1,51570,97
CP048230.1,51596,253
CP048230.1,51625,155
CP048230.1,51632,3944
CP048230.1,51653,2
CP048230.1,51658,29
CP048230.1,51700,379
CP048230.1,51713,526
CP048230.1,51720,258
CP048230.1,51721,186
CP048230.1,51726,1630
CP048230.1,51736,2268
CP048230.1,51757,1312
CP048230.1,51764,639
CP048230.1,51765,2660
CP048230.1,51772,702
CP048230.1,51774,1232
CP048230.1,51889,1853
CP048230.1,52037,3138
CP048230.1,52044,5487
CP048230.1,52067,2434
CP048230.1,52074,4951
CP048230.1,52108,939
CP048230.1,52239,214
CP048230.1,52242,9
CP048230.1,52266,1034
CP048230.1,52471,81
CP048230.1,53065,988
CP048230.1,53268,131
CP048230.1,54622,148
CP048230.1,54919,72
CP048230.1,55042,178
CP048230.1,55250,6
CP048230.1,55256,7
CP048230.1,55263,1
CP048230.1,55269,7
CP048230.1,55274,490
CP048230.1,55281,753
CP048230.1,55282,681
CP048230.1,55347,48
CP048230.1,55350,72
CP048230.1,55357,780
CP048230.1,57014,65
CP048230.1,57022,97
CP048230.1,57086,130
CP048230.1,57095,48
CP048230.1,57096,3
CP048230.1,58830,57
CP048230.1,58835,281
CP048230.1,58837,25
CP048230.1,58842,20
CP048230.1,58845,12
CP048230.1,58849,303
CP048230.1,58884,319
CP048230.1,58933,817
CP048230.1,58940,603
CP048230.1,58969,108
CP048230.1,58977,475
CP048230.1,58981,26
CP048230.1,58984,197
CP048230.1,58996,499
CP048230.1,58998,251
CP048230.1,58999,437
CP048230.1,59003,5
CP048230.1,59007,286
CP048230.1,59014,141
CP048230.1,59021,322
CP048230.1,59046,1101
CP048230.1,59053,443
CP048230.1,59061,91
CP048230.1,59087,7
CP048230.1,59093,22
CP048230.1,59138,336
CP048230.1,59140,230
