Chromosome	Source	Up feature type	Up feature name	Up gene name	Up feature dist	Down feature type	Down feature name	Down gene name	Down feature dist	IntergenicType	Hit position	Hit count
CP048230.1	W	None	None	None	1260	protein_coding	GWK60_A00011	EPA19	2026	 - -C	1261	113
CP048230.1	W	None	None	None	2681	protein_coding	GWK60_A00011	EPA19	605	 - -C	2682	31
CP048230.1	W	protein_coding	GWK60_A00011	EPA19	3282	protein_coding	GWK60_A00033	EPA24	6167	C-C	20266	94
CP048230.1	W	protein_coding	GWK60_A00033	EPA24	3248	protein_coding	GWK60_A00055	GWK60_A00055	876	C-C	31789	280
CP048230.1	W	protein_coding	GWK60_A00033	EPA24	3386	protein_coding	GWK60_A00055	GWK60_A00055	738	C-C	31927	7
CP048230.1	W	protein_coding	GWK60_A00033	EPA24	3388	protein_coding	GWK60_A00055	GWK60_A00055	736	C-C	31929	12
CP048230.1	W	protein_coding	GWK60_A00033	EPA24	4036	protein_coding	GWK60_A00055	GWK60_A00055	88	C-C	32577	7
CP048230.1	W	protein_coding	GWK60_A00055	GWK60_A00055	0	protein_coding	GWK60_A00055	GWK60_A00055	0	ORF(C)-ORF(C)	32766	97
CP048230.1	W	protein_coding	GWK60_A00055	GWK60_A00055	0	protein_coding	GWK60_A00055	GWK60_A00055	0	ORF(C)-ORF(C)	32939	0
CP048230.1	W	protein_coding	GWK60_A00055	GWK60_A00055	134	protein_coding	GWK60_A00077	GWK60_A00077	477	C-C	33638	215
CP048230.1	W	protein_coding	GWK60_A00055	GWK60_A00055	402	protein_coding	GWK60_A00077	GWK60_A00077	209	C-C	33906	200
CP048230.1	W	protein_coding	GWK60_A00055	GWK60_A00055	452	protein_coding	GWK60_A00077	GWK60_A00077	159	C-C	33956	18
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	34	protein_coding	GWK60_A00121	GWK60_A00121	767	W-W	39102	17
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	79	protein_coding	GWK60_A00121	GWK60_A00121	722	W-W	39147	108
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	131	protein_coding	GWK60_A00121	GWK60_A00121	670	W-W	39199	89
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	139	protein_coding	GWK60_A00121	GWK60_A00121	662	W-W	39207	225
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	148	protein_coding	GWK60_A00121	GWK60_A00121	653	W-W	39216	3
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	167	protein_coding	GWK60_A00121	GWK60_A00121	634	W-W	39235	418
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	173	protein_coding	GWK60_A00121	GWK60_A00121	628	W-W	39241	518
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	198	protein_coding	GWK60_A00121	GWK60_A00121	603	W-W	39266	412
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	204	protein_coding	GWK60_A00121	GWK60_A00121	597	W-W	39272	2774
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	215	protein_coding	GWK60_A00121	GWK60_A00121	586	W-W	39283	416
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	223	protein_coding	GWK60_A00121	GWK60_A00121	578	W-W	39291	374
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	339	protein_coding	GWK60_A00121	GWK60_A00121	462	W-W	39407	341
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	371	protein_coding	GWK60_A00121	GWK60_A00121	430	W-W	39439	125
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	378	protein_coding	GWK60_A00121	GWK60_A00121	423	W-W	39446	106
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	387	protein_coding	GWK60_A00121	GWK60_A00121	414	W-W	39455	48
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	497	protein_coding	GWK60_A00121	GWK60_A00121	304	W-W	39565	10
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	506	protein_coding	GWK60_A00121	GWK60_A00121	295	W-W	39574	160
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	520	protein_coding	GWK60_A00121	GWK60_A00121	281	W-W	39588	104
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	591	protein_coding	GWK60_A00121	GWK60_A00121	210	W-W	39659	50
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	622	protein_coding	GWK60_A00121	GWK60_A00121	179	W-W	39690	80
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	781	protein_coding	GWK60_A00121	GWK60_A00121	20	W-W	39849	410
CP048230.1	W	protein_coding	GWK60_A00121	GWK60_A00121	0	protein_coding	GWK60_A00121	GWK60_A00121	0	ORF(W)-ORF(W)	41221	63
CP048230.1	W	protein_coding	GWK60_A00121	GWK60_A00121	43	protein_coding	GWK60_A00143	GWK60_A00143	251	W-C	42293	236
CP048230.1	W	protein_coding	GWK60_A00121	GWK60_A00121	102	protein_coding	GWK60_A00143	GWK60_A00143	192	W-C	42352	321
CP048230.1	W	protein_coding	GWK60_A00143	GWK60_A00143	0	protein_coding	GWK60_A00143	GWK60_A00143	0	ORF(C)-ORF(C)	42566	0
CP048230.1	W	protein_coding	GWK60_A00143	GWK60_A00143	89	protein_coding	GWK60_A00165	GWK60_A00165	394	C-W	43304	107
CP048230.1	W	protein_coding	GWK60_A00143	GWK60_A00143	99	protein_coding	GWK60_A00165	GWK60_A00165	384	C-W	43314	215
CP048230.1	W	protein_coding	GWK60_A00143	GWK60_A00143	168	protein_coding	GWK60_A00165	GWK60_A00165	315	C-W	43383	72
CP048230.1	W	protein_coding	GWK60_A00143	GWK60_A00143	278	protein_coding	GWK60_A00165	GWK60_A00165	205	C-W	43493	153
CP048230.1	W	protein_coding	GWK60_A00165	GWK60_A00165	0	protein_coding	GWK60_A00165	GWK60_A00165	0	ORF(W)-ORF(W)	43786	0
CP048230.1	W	protein_coding	GWK60_A00165	GWK60_A00165	275	protein_coding	GWK60_A00187	GWK60_A00187	35	W-C	44773	1
CP048230.1	W	protein_coding	GWK60_A00187	GWK60_A00187	32	protein_coding	GWK60_A00209	GWK60_A00209	171	C-W	45436	115
