Chromosome,Position,Reads
CP048230.1,1774,2
CP048230.1,39272,1
CP048230.1,39279,1
CP048230.1,45872,1
CP048230.1,49695,1
CP048230.1,50510,1
CP048230.1,51624,2
CP048230.1,51764,2
CP048230.1,52037,1
CP048230.1,52044,3
CP048230.1,52074,2
CP048230.1,55280,3
CP048230.1,57138,1
CP048230.1,58996,1
CP048230.1,59624,1
CP048230.1,61113,1
CP048230.1,61151,1
CP048230.1,61612,1
CP048230.1,61614,1
CP048230.1,65613,1
CP048230.1,68951,1
CP048230.1,72823,1
CP048230.1,73096,1
CP048230.1,73108,1
CP048230.1,73246,1
CP048230.1,73381,7
CP048230.1,73434,1
CP048230.1,73436,1
CP048230.1,73773,8
CP048230.1,73780,1
CP048230.1,75810,1
CP048230.1,77995,1
CP048230.1,78094,2
CP048230.1,78438,3
CP048230.1,78445,3
CP048230.1,78531,1
CP048230.1,78629,1
CP048230.1,78761,1
CP048230.1,79461,1
CP048230.1,79511,1
CP048230.1,79759,1
CP048230.1,84071,1
CP048230.1,84078,1
CP048230.1,84203,2
CP048230.1,86029,2
CP048230.1,86210,1
CP048230.1,86445,1
CP048230.1,86529,1
CP048230.1,86531,1
CP048230.1,87665,2
CP048230.1,91159,1
CP048230.1,92897,1
CP048230.1,92918,1
CP048230.1,93033,2
CP048230.1,93369,1
CP048230.1,95119,1
CP048230.1,95462,1
CP048230.1,96536,1
CP048230.1,97551,1
CP048230.1,97583,1
CP048230.1,98414,3
CP048230.1,98689,1
CP048230.1,99244,1
CP048230.1,99251,1
CP048230.1,99429,1
CP048230.1,99684,1
CP048230.1,99849,1
CP048230.1,101266,2
CP048230.1,102000,1
CP048230.1,106444,1
CP048230.1,108842,1
CP048230.1,108887,1
CP048230.1,114753,1
CP048230.1,117072,3
CP048230.1,120246,2
CP048230.1,120916,1
CP048230.1,121035,2
CP048230.1,122023,2
CP048230.1,122229,2
CP048230.1,122439,1
CP048230.1,122617,1
CP048230.1,122711,1
CP048230.1,122733,3
CP048230.1,122822,1
CP048230.1,123143,2
CP048230.1,123145,5
CP048230.1,123154,3
CP048230.1,123161,2
CP048230.1,123370,3
CP048230.1,123386,2
CP048230.1,123431,1
CP048230.1,123441,1
CP048230.1,123450,1
CP048230.1,127530,2
CP048230.1,127544,1
CP048230.1,127615,2
CP048230.1,127715,1
CP048230.1,127973,1
CP048230.1,128322,2
CP048230.1,132245,1
CP048230.1,132252,1
CP048230.1,132281,1
CP048230.1,132357,1
CP048230.1,132417,1
CP048230.1,132429,1
CP048230.1,133791,2
CP048230.1,134759,1
CP048230.1,140890,2
CP048230.1,140944,4
CP048230.1,141231,1
CP048230.1,141295,1
CP048230.1,142294,2
CP048230.1,142428,1
CP048230.1,142600,1
CP048230.1,145013,1
CP048230.1,145782,2
CP048230.1,145789,1
CP048230.1,146505,1
CP048230.1,146606,1
CP048230.1,150515,1
CP048230.1,159987,1
CP048230.1,167803,1
CP048230.1,169983,2
CP048230.1,170547,3
CP048230.1,176347,1
CP048230.1,176794,1
CP048230.1,179638,1
CP048230.1,179666,2
CP048230.1,180975,1
CP048230.1,181017,2
CP048230.1,181231,1
CP048230.1,181284,1
CP048230.1,181879,2
CP048230.1,181911,1
CP048230.1,182134,1
CP048230.1,183409,1
CP048230.1,183438,1
CP048230.1,183451,1
CP048230.1,183484,1
CP048230.1,183561,1
CP048230.1,183580,2
CP048230.1,183688,1
CP048230.1,184040,2
CP048230.1,185166,1
CP048230.1,185488,1
CP048230.1,185558,1
CP048230.1,188979,1
CP048230.1,190320,2
CP048230.1,190488,2
CP048230.1,197351,3
CP048230.1,198986,1
CP048230.1,200261,1
CP048230.1,200386,1
CP048230.1,202731,1
CP048230.1,204536,1
CP048230.1,215820,1
CP048230.1,235783,1
CP048230.1,235991,2
CP048230.1,236014,3
CP048230.1,236599,1
CP048230.1,242154,1
CP048230.1,246823,1
CP048230.1,252622,1
CP048230.1,253018,1
CP048230.1,257080,1
CP048230.1,259203,1
CP048230.1,260124,1
CP048230.1,260131,2
CP048230.1,264344,1
CP048230.1,265114,1
CP048230.1,265447,1
CP048230.1,268574,1
CP048230.1,268809,3
CP048230.1,268928,1
CP048230.1,270557,2
CP048230.1,270645,2
CP048230.1,271148,1
CP048230.1,273676,1
CP048230.1,276922,1
CP048230.1,279150,1
CP048230.1,279157,3
CP048230.1,279159,1
CP048230.1,279183,1
CP048230.1,279235,1
CP048230.1,279242,1
CP048230.1,288190,1
CP048230.1,288524,1
CP048230.1,291809,1
CP048230.1,292496,2
CP048230.1,292953,1
CP048230.1,296585,1
CP048230.1,296647,1
CP048230.1,321127,2
CP048230.1,323005,1
CP048230.1,324928,1
CP048230.1,328333,1
CP048230.1,328396,1
CP048230.1,328728,1
CP048230.1,328944,1
CP048230.1,328951,1
CP048230.1,329063,1
CP048230.1,332281,1
CP048230.1,332332,1
CP048230.1,332463,1
CP048230.1,332619,1
CP048230.1,334364,2
CP048230.1,339872,1
CP048230.1,342513,1
CP048230.1,345122,1
CP048230.1,351273,2
CP048230.1,351280,2
CP048230.1,351591,1
CP048230.1,355306,2
CP048230.1,372909,1
CP048230.1,373122,1
CP048230.1,373124,2
CP048230.1,373541,1
CP048230.1,374483,2
CP048230.1,376439,1
CP048230.1,391827,1
CP048230.1,391873,1
CP048230.1,399649,1
CP048230.1,402695,1
CP048230.1,411520,1
CP048230.1,411835,1
CP048230.1,411842,1
CP048230.1,422687,1
CP048230.1,430175,1
CP048230.1,430837,1
CP048230.1,431702,1
CP048230.1,439540,1
CP048230.1,439547,1
CP048230.1,439578,1
CP048230.1,439974,1
CP048230.1,440382,1
CP048230.1,443514,1
