Chromosome,Position,Reads
CP048230.1,39235,3
CP048230.1,39242,1
CP048230.1,39279,2
CP048230.1,39283,2
CP048230.1,39630,1
CP048230.1,43314,1
CP048230.1,43356,1
CP048230.1,47445,1
CP048230.1,49393,1
CP048230.1,51236,2
CP048230.1,51243,4
CP048230.1,51700,1
CP048230.1,51736,1
CP048230.1,51889,1
CP048230.1,52067,2
CP048230.1,52074,1
CP048230.1,61114,1
CP048230.1,61603,2
CP048230.1,61612,1
CP048230.1,61624,1
CP048230.1,61798,1
CP048230.1,63437,1
CP048230.1,68665,1
CP048230.1,68950,1
CP048230.1,72918,2
CP048230.1,72950,1
CP048230.1,73162,1
CP048230.1,73239,1
CP048230.1,73281,1
CP048230.1,73406,1
CP048230.1,73428,2
CP048230.1,73429,4
CP048230.1,73466,3
CP048230.1,74029,2
CP048230.1,74080,1
CP048230.1,75953,1
CP048230.1,76017,1
CP048230.1,76372,1
CP048230.1,78219,2
CP048230.1,78234,1
CP048230.1,78286,1
CP048230.1,78332,1
CP048230.1,78347,1
CP048230.1,78363,1
CP048230.1,78438,1
CP048230.1,78445,1
CP048230.1,78507,1
CP048230.1,78524,1
CP048230.1,78529,2
CP048230.1,78621,1
CP048230.1,78628,1
CP048230.1,78629,1
CP048230.1,78636,1
CP048230.1,78817,1
CP048230.1,78865,1
CP048230.1,78878,1
CP048230.1,78922,1
CP048230.1,79045,1
CP048230.1,79286,1
CP048230.1,79705,1
CP048230.1,84071,3
CP048230.1,84078,2
CP048230.1,86029,1
CP048230.1,86217,3
CP048230.1,86219,1
CP048230.1,86453,1
CP048230.1,87557,2
CP048230.1,87673,1
CP048230.1,89335,1
CP048230.1,89933,1
CP048230.1,90609,1
CP048230.1,90839,1
CP048230.1,94813,1
CP048230.1,94881,1
CP048230.1,94918,1
CP048230.1,95025,2
CP048230.1,95034,1
CP048230.1,95225,2
CP048230.1,97126,1
CP048230.1,97128,1
CP048230.1,97260,1
CP048230.1,97861,1
CP048230.1,97961,1
CP048230.1,98134,2
CP048230.1,98317,1
CP048230.1,99151,1
CP048230.1,99244,1
CP048230.1,99413,1
CP048230.1,99733,1
CP048230.1,102418,1
CP048230.1,111432,1
CP048230.1,120915,1
CP048230.1,120920,1
CP048230.1,121149,1
CP048230.1,122108,1
CP048230.1,122246,1
CP048230.1,122443,2
CP048230.1,122444,1
CP048230.1,122564,2
CP048230.1,122713,1
CP048230.1,122726,1
CP048230.1,122812,1
CP048230.1,123049,1
CP048230.1,123090,2
CP048230.1,123154,1
CP048230.1,123161,1
CP048230.1,123329,1
CP048230.1,123339,4
CP048230.1,123370,5
CP048230.1,123375,2
CP048230.1,123392,2
CP048230.1,123445,1
CP048230.1,123446,2
CP048230.1,123448,1
CP048230.1,123450,1
CP048230.1,125952,1
CP048230.1,126042,1
CP048230.1,127608,1
CP048230.1,127737,1
CP048230.1,127793,1
CP048230.1,127801,2
CP048230.1,127808,2
CP048230.1,127816,1
CP048230.1,127880,1
CP048230.1,127973,2
CP048230.1,128229,2
CP048230.1,128322,1
CP048230.1,128466,1
CP048230.1,131573,1
CP048230.1,132262,1
CP048230.1,132273,4
CP048230.1,132288,2
CP048230.1,132302,1
CP048230.1,132329,4
CP048230.1,132362,1
CP048230.1,132401,1
CP048230.1,132408,1
CP048230.1,132420,1
CP048230.1,133168,1
CP048230.1,135516,1
CP048230.1,140883,1
CP048230.1,140890,1
CP048230.1,140923,1
CP048230.1,140930,1
CP048230.1,141229,1
CP048230.1,141502,1
CP048230.1,141830,2
CP048230.1,142158,1
CP048230.1,142301,1
CP048230.1,142428,1
CP048230.1,142435,1
CP048230.1,143043,1
CP048230.1,145992,2
CP048230.1,146466,1
CP048230.1,146606,1
CP048230.1,147228,1
CP048230.1,149748,1
CP048230.1,150435,1
CP048230.1,150465,2
CP048230.1,150515,1
CP048230.1,150653,1
CP048230.1,150819,1
CP048230.1,151139,1
CP048230.1,151696,1
CP048230.1,153461,2
CP048230.1,153823,1
CP048230.1,159117,2
CP048230.1,162481,1
CP048230.1,167758,1
CP048230.1,168390,1
CP048230.1,168869,2
CP048230.1,170295,1
CP048230.1,173701,1
CP048230.1,173984,1
CP048230.1,176776,1
CP048230.1,179208,1
CP048230.1,179458,1
CP048230.1,179620,1
CP048230.1,180982,2
CP048230.1,181010,1
CP048230.1,181030,1
CP048230.1,181365,1
CP048230.1,181879,1
CP048230.1,182751,1
CP048230.1,182755,2
CP048230.1,183334,1
CP048230.1,183420,1
CP048230.1,183436,1
CP048230.1,183443,2
CP048230.1,183484,1
CP048230.1,183540,1
CP048230.1,183570,1
CP048230.1,183580,1
CP048230.1,183587,2
CP048230.1,184040,1
CP048230.1,184279,1
CP048230.1,184446,1
CP048230.1,184498,1
CP048230.1,185558,1
CP048230.1,190086,1
CP048230.1,190411,1
CP048230.1,191823,2
CP048230.1,196866,1
CP048230.1,197605,1
