! File name: C_glabrata_CBS138_version_s05-m03-r46_chromosomal_feature.tab
! Organism: Candida glabrata CBS138
! Genome version: s05-m03-r46
! Date created: Sun Feb  8 07:03:35 2026
! Created by: The Candida Genome Database (http://www.candidagenome.org/)
! Contact Email: candida-curator AT lists DOT stanford DOT edu
! Funding: NIDCR at US NIH, grant number 1-R01-DE015873-01
!
CAGL0A00099g	EPA19	GVI51_A00011|CAGL0A00105g|CAGL0A00110g.1|CAGL0A00110g|EPA19|CAGL0A00121g|CAGL-IPF16553|CAGL-IPF9521|CAGL0A00116g|CAGL0A00110g.2	ORF|Merged/Split|Uncharacterized	ChrA_C_glabrata_CBS138	19457	3717	C	CAL0000244875	CAL0000210339|CAL0126645|CAL0000209742	Putative adhesin-like protein; predicted GPI anchor	2022-08-29	2022-08-29				N	
CAGL0A00165g		CAGL-IPF3306|CAGL-CDS3760.1|CAG57670.1|GVI51_A00033	ORF|Uncharacterized	ChrA_C_glabrata_CBS138	33524	32685	C	CAL0126541		Protein of unknown function	2010-10-20	2022-08-29				N	
CAGL0A00187g		CAGL-IPF3307|CAGL-CDS0920.1|CAG57671.1|GVI51_A00055	ORF|Uncharacterized	ChrA_C_glabrata_CBS138	36405	34135	C	CAL0126653		Ortholog(s) have phosphatidylinositol-3-phosphate binding activity, role in positive regulation of TORC1 signaling and fungal-type vacuole membrane localization	2010-10-20	2022-08-29				N	PIB2
CAGL0A00209g		CAGL-IPF3308|CAGL-CDS1000.1|CAG57672.1|GVI51_A00077	ORF|Uncharacterized	ChrA_C_glabrata_CBS138	36908	39088	W	CAL0126795		Ortholog(s) have dolichyl-diphosphooligosaccharide-protein glycotransferase activity, role in protein N-linked glycosylation and oligosaccharyltransferase complex localization	2010-10-20	2022-08-29				N	STT3
CAGL0A00231g		CAGL-IPF3311|CAGL-CDS0831.1|CAG57673.1|GVI51_A00099	ORF|Uncharacterized	ChrA_C_glabrata_CBS138	39889	42270	W	CAL0126647		Ortholog(s) have protein kinase activity and role in mitotic morphogenesis checkpoint signaling	2010-10-20	2022-08-29				N	ALK2
CAGL0A00253g		CAGL-IPF3312|CAGL-CDS4223.1|CAG57674.1|GVI51_A00121	ORF|Uncharacterized	ChrA_C_glabrata_CBS138	43234	42563	C	CAL0126877		Ortholog(s) have protein transmembrane transporter activity, protein-membrane adaptor activity	2010-10-20	2022-08-29				N	GET1
CAGL0A00275g	CKB1	CAGL-IPF3313|CAGL-CDS3855.1|CAG57675.1|GVI51_A00143	ORF|Verified	ChrA_C_glabrata_CBS138	43717	44517	W	CAL0126623		Beta subunit of casein kinase 2 (CK2), consisting of two alpha and two beta subunits; involved in DNA damage response and virulence; null mutant shows increased sensitivity to MMS and attenuated virulence in mice	2010-10-20	2022-08-29				N	CKB1
CAGL0A00297g		CAGL-IPF3314|CAGL-CDS4457.1|CAG57676.1|GVI51_A00165	ORF|Uncharacterized	ChrA_C_glabrata_CBS138	45423	44827	C	CAL0126591		Ortholog(s) have ATPase activator activity, protein-folding chaperone binding activity	2010-10-20	2022-08-29				N	JAC1
CAGL0A00319g		CAGL-IPF3315|CAGL-CDS2015.1|CAG57677.1|GVI51_A00187	ORF|Uncharacterized	ChrA_C_glabrata_CBS138	45626	47155	W	CAL0126655		Ortholog(s) have arginyl-tRNA--protein transferase activity and role in protein arginylation	2010-10-20	2022-08-29				N	ATE1
CAGL0A00341g		CAGL-IPF3316|CAGL-CDS4533.1|CAG57678.1|GVI51_A00209	ORF|Uncharacterized	ChrA_C_glabrata_CBS138	47704	48273	W	CAL0126869		Ortholog(s) have fatty acid alpha-oxygenase activity and role in fatty acid alpha-oxidation, sphingoid catabolic process	2010-10-20	2022-08-29				N	MPO1
