Chromosome	Source	Up feature type	Up feature name	Up gene name	Up feature dist	Down feature type	Down feature name	Down gene name	Down feature dist	IntergenicType	Hit position	Hit count
CP048230.1	W	None	None	None	504	protein_coding	GWK60_A00011	EPA19	2782	 - -C	505	1
CP048230.1	W	protein_coding	GWK60_A00011	EPA19	0	protein_coding	GWK60_A00011	EPA19	0	ORF(C)-ORF(C)	3294	44
CP048230.1	W	protein_coding	GWK60_A00011	EPA19	1542	protein_coding	GWK60_A00033	EPA24	7907	C-C	18526	135
CP048230.1	W	protein_coding	GWK60_A00033	EPA24	3166	protein_coding	GWK60_A00055	GWK60_A00055	958	C-C	31707	157
CP048230.1	W	protein_coding	GWK60_A00033	EPA24	3411	protein_coding	GWK60_A00055	GWK60_A00055	713	C-C	31952	237
CP048230.1	W	protein_coding	GWK60_A00055	GWK60_A00055	134	protein_coding	GWK60_A00077	GWK60_A00077	477	C-C	33638	24
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	167	protein_coding	GWK60_A00121	GWK60_A00121	634	W-W	39235	1001
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	173	protein_coding	GWK60_A00121	GWK60_A00121	628	W-W	39241	406
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	204	protein_coding	GWK60_A00121	GWK60_A00121	597	W-W	39272	2364
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	215	protein_coding	GWK60_A00121	GWK60_A00121	586	W-W	39283	1711
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	304	protein_coding	GWK60_A00121	GWK60_A00121	497	W-W	39372	227
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	317	protein_coding	GWK60_A00121	GWK60_A00121	484	W-W	39385	1
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	325	protein_coding	GWK60_A00121	GWK60_A00121	476	W-W	39393	407
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	341	protein_coding	GWK60_A00121	GWK60_A00121	460	W-W	39409	13
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	591	protein_coding	GWK60_A00121	GWK60_A00121	210	W-W	39659	497
CP048230.1	W	protein_coding	GWK60_A00121	GWK60_A00121	0	protein_coding	GWK60_A00121	GWK60_A00121	0	ORF(W)-ORF(W)	39970	46
CP048230.1	W	protein_coding	GWK60_A00121	GWK60_A00121	0	protein_coding	GWK60_A00121	GWK60_A00121	0	ORF(W)-ORF(W)	40067	1
CP048230.1	W	protein_coding	GWK60_A00121	GWK60_A00121	0	protein_coding	GWK60_A00121	GWK60_A00121	0	ORF(W)-ORF(W)	40174	754
CP048230.1	W	protein_coding	GWK60_A00121	GWK60_A00121	0	protein_coding	GWK60_A00121	GWK60_A00121	0	ORF(W)-ORF(W)	40284	191
CP048230.1	W	protein_coding	GWK60_A00121	GWK60_A00121	0	protein_coding	GWK60_A00121	GWK60_A00121	0	ORF(W)-ORF(W)	40699	23
CP048230.1	W	protein_coding	GWK60_A00121	GWK60_A00121	0	protein_coding	GWK60_A00121	GWK60_A00121	0	ORF(W)-ORF(W)	41148	56
CP048230.1	W	protein_coding	GWK60_A00143	GWK60_A00143	0	protein_coding	GWK60_A00143	GWK60_A00143	0	ORF(C)-ORF(C)	42566	1
CP048230.1	W	protein_coding	GWK60_A00143	GWK60_A00143	99	protein_coding	GWK60_A00165	GWK60_A00165	384	C-W	43314	1
CP048230.1	W	protein_coding	GWK60_A00143	GWK60_A00143	168	protein_coding	GWK60_A00165	GWK60_A00165	315	C-W	43383	1
CP048230.1	W	protein_coding	GWK60_A00143	GWK60_A00143	200	protein_coding	GWK60_A00165	GWK60_A00165	283	C-W	43415	51
CP048230.1	W	protein_coding	GWK60_A00165	GWK60_A00165	290	protein_coding	GWK60_A00187	GWK60_A00187	20	W-C	44788	1105
CP048230.1	W	protein_coding	GWK60_A00187	GWK60_A00187	32	protein_coding	GWK60_A00209	GWK60_A00209	171	C-W	45436	1
CP048230.1	W	protein_coding	GWK60_A00209	GWK60_A00209	0	protein_coding	GWK60_A00209	GWK60_A00209	0	ORF(W)-ORF(W)	45720	4
CP048230.1	W	protein_coding	GWK60_A00209	GWK60_A00209	0	protein_coding	GWK60_A00209	GWK60_A00209	0	ORF(W)-ORF(W)	46346	71
CP048230.1	W	protein_coding	GWK60_A00209	GWK60_A00209	0	protein_coding	GWK60_A00209	GWK60_A00209	0	ORF(W)-ORF(W)	46889	393
CP048230.1	W	protein_coding	GWK60_A00209	GWK60_A00209	84	protein_coding	GWK60_A00231	GWK60_A00231	465	W-W	47220	8
CP048230.1	W	protein_coding	GWK60_A00231	GWK60_A00231	0	protein_coding	GWK60_A00231	GWK60_A00231	0	ORF(W)-ORF(W)	47835	1990
CP048230.1	W	protein_coding	GWK60_A00231	GWK60_A00231	137	protein_coding	GWK60_A00253	GWK60_A00253	233	W-C	48391	164
CP048230.1	W	protein_coding	GWK60_A00253	GWK60_A00253	0	protein_coding	GWK60_A00253	GWK60_A00253	0	ORF(C)-ORF(C)	48909	279
CP048230.1	W	protein_coding	GWK60_A00253	GWK60_A00253	0	protein_coding	GWK60_A00253	GWK60_A00253	0	ORF(C)-ORF(C)	49332	112
CP048230.1	W	protein_coding	GWK60_A00253	GWK60_A00253	0	protein_coding	GWK60_A00253	GWK60_A00253	0	ORF(C)-ORF(C)	49399	403
CP048230.1	W	protein_coding	GWK60_A00253	GWK60_A00253	0	protein_coding	GWK60_A00253	GWK60_A00253	0	ORF(C)-ORF(C)	49552	1058
CP048230.1	W	protein_coding	GWK60_A00253	GWK60_A00253	0	protein_coding	GWK60_A00253	GWK60_A00253	0	ORF(C)-ORF(C)	50503	516
CP048230.1	W	protein_coding	GWK60_A00253	GWK60_A00253	0	protein_coding	GWK60_A00253	GWK60_A00253	0	ORF(C)-ORF(C)	50525	17
CP048230.1	W	protein_coding	GWK60_A00253	GWK60_A00253	0	protein_coding	GWK60_A00253	GWK60_A00253	0	ORF(C)-ORF(C)	50766	327
CP048230.1	W	protein_coding	GWK60_A00253	GWK60_A00253	39	protein_coding	GWK60_A00275	GWK60_A00275	789	C-C	51017	859
CP048230.1	W	protein_coding	GWK60_A00253	GWK60_A00253	124	protein_coding	GWK60_A00275	GWK60_A00275	704	C-C	51102	1532
CP048230.1	W	protein_coding	GWK60_A00253	GWK60_A00253	136	protein_coding	GWK60_A00275	GWK60_A00275	692	C-C	51114	220
CP048230.1	W	protein_coding	GWK60_A00253	GWK60_A00253	150	protein_coding	GWK60_A00275	GWK60_A00275	678	C-C	51128	71
