Chromosome	Source	Up feature type	Up feature name	Up gene name	Up feature dist	Down feature type	Down feature name	Down gene name	Down feature dist	IntergenicType	Hit position	Hit count
CP048230.1	W	None	None	None	504	gene	GWK60_A00011	EPA19	2782	 - -C	505	1
CP048230.1	W	None	None	None	2659	gene	GWK60_A00011	EPA19	627	 - -C	2660	1
CP048230.1	W	gene	GWK60_A00033	EPA24	3227	gene	GWK60_A00055	GWK60_A00055	897	C-C	31768	411
CP048230.1	W	gene	GWK60_A00055	GWK60_A00055	134	gene	GWK60_A00077	GWK60_A00077	477	C-C	33638	452
CP048230.1	W	gene	GWK60_A00055	GWK60_A00055	541	gene	GWK60_A00077	GWK60_A00077	70	C-C	34045	1
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	148	gene	GWK60_A00121	GWK60_A00121	653	W-W	39216	6837
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	167	gene	GWK60_A00121	GWK60_A00121	634	W-W	39235	3638
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	173	gene	GWK60_A00121	GWK60_A00121	628	W-W	39241	185
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	204	gene	GWK60_A00121	GWK60_A00121	597	W-W	39272	35648
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	215	gene	GWK60_A00121	GWK60_A00121	586	W-W	39283	13
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	223	gene	GWK60_A00121	GWK60_A00121	578	W-W	39291	3502
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	304	gene	GWK60_A00121	GWK60_A00121	497	W-W	39372	1
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	378	gene	GWK60_A00121	GWK60_A00121	423	W-W	39446	447
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	387	gene	GWK60_A00121	GWK60_A00121	414	W-W	39455	2
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	683	gene	GWK60_A00121	GWK60_A00121	118	W-W	39751	1
CP048230.1	W	gene	GWK60_A00121	GWK60_A00121	0	gene	GWK60_A00121	GWK60_A00121	0	ORF(W)-ORF(W)	39869	3
CP048230.1	W	gene	GWK60_A00121	GWK60_A00121	0	gene	GWK60_A00121	GWK60_A00121	0	ORF(W)-ORF(W)	40174	6085
CP048230.1	W	gene	GWK60_A00121	GWK60_A00121	0	gene	GWK60_A00121	GWK60_A00121	0	ORF(W)-ORF(W)	40428	1
CP048230.1	W	gene	GWK60_A00121	GWK60_A00121	0	gene	GWK60_A00121	GWK60_A00121	0	ORF(W)-ORF(W)	40462	194
CP048230.1	W	gene	GWK60_A00121	GWK60_A00121	0	gene	GWK60_A00121	GWK60_A00121	0	ORF(W)-ORF(W)	41747	29
CP048230.1	W	gene	GWK60_A00121	GWK60_A00121	82	gene	GWK60_A00143	GWK60_A00143	212	W-C	42332	5110
CP048230.1	W	gene	GWK60_A00143	GWK60_A00143	0	gene	GWK60_A00143	GWK60_A00143	0	ORF(C)-ORF(C)	43000	2
CP048230.1	W	gene	GWK60_A00143	GWK60_A00143	168	gene	GWK60_A00165	GWK60_A00165	315	C-W	43383	73
CP048230.1	W	gene	GWK60_A00143	GWK60_A00143	278	gene	GWK60_A00165	GWK60_A00165	205	C-W	43493	6593
CP048230.1	W	gene	GWK60_A00165	GWK60_A00165	275	gene	GWK60_A00187	GWK60_A00187	35	W-C	44773	2380
CP048230.1	W	gene	GWK60_A00209	GWK60_A00209	0	gene	GWK60_A00209	GWK60_A00209	0	ORF(W)-ORF(W)	46903	1
CP048230.1	W	gene	GWK60_A00209	GWK60_A00209	309	gene	GWK60_A00231	GWK60_A00231	240	W-W	47445	4283
CP048230.1	W	gene	GWK60_A00231	GWK60_A00231	0	gene	GWK60_A00231	GWK60_A00231	0	ORF(W)-ORF(W)	47858	1
CP048230.1	W	gene	GWK60_A00231	GWK60_A00231	0	gene	GWK60_A00231	GWK60_A00231	0	ORF(W)-ORF(W)	47882	2
CP048230.1	W	gene	GWK60_A00231	GWK60_A00231	0	gene	GWK60_A00231	GWK60_A00231	0	ORF(W)-ORF(W)	47976	3702
CP048230.1	W	gene	GWK60_A00253	GWK60_A00253	0	gene	GWK60_A00253	GWK60_A00253	0	ORF(C)-ORF(C)	48787	6338
CP048230.1	W	gene	GWK60_A00253	GWK60_A00253	0	gene	GWK60_A00253	GWK60_A00253	0	ORF(C)-ORF(C)	48798	2
CP048230.1	W	gene	GWK60_A00253	GWK60_A00253	0	gene	GWK60_A00253	GWK60_A00253	0	ORF(C)-ORF(C)	49926	2
CP048230.1	W	gene	GWK60_A00253	GWK60_A00253	0	gene	GWK60_A00253	GWK60_A00253	0	ORF(C)-ORF(C)	50290	1
CP048230.1	W	gene	GWK60_A00253	GWK60_A00253	0	gene	GWK60_A00253	GWK60_A00253	0	ORF(C)-ORF(C)	50503	5714
CP048230.1	W	gene	GWK60_A00253	GWK60_A00253	0	gene	GWK60_A00253	GWK60_A00253	0	ORF(C)-ORF(C)	50525	2
CP048230.1	W	gene	GWK60_A00253	GWK60_A00253	0	gene	GWK60_A00253	GWK60_A00253	0	ORF(C)-ORF(C)	50556	1
CP048230.1	W	gene	GWK60_A00253	GWK60_A00253	0	gene	GWK60_A00253	GWK60_A00253	0	ORF(C)-ORF(C)	50616	2
CP048230.1	W	gene	GWK60_A00253	GWK60_A00253	0	gene	GWK60_A00253	GWK60_A00253	0	ORF(C)-ORF(C)	50957	1
CP048230.1	W	gene	GWK60_A00253	GWK60_A00253	39	gene	GWK60_A00275	GWK60_A00275	789	C-C	51017	1
CP048230.1	W	gene	GWK60_A00253	GWK60_A00253	124	gene	GWK60_A00275	GWK60_A00275	704	C-C	51102	4
CP048230.1	W	gene	GWK60_A00253	GWK60_A00253	136	gene	GWK60_A00275	GWK60_A00275	692	C-C	51114	2
