feature_id,mean_log2FC,median_log2FC,sd_log2FC,mean_z,max_abs_z,n_pairs,n_enriched_pairs,n_depleted_pairs,pools_enriched,pools_depleted,final_call,standard_name,common_name,type,chrom,start,stop,strand,coding_length,hits,insertion_index,neighborhood_index,reads_ni,max_free_region,freedom_index,logit_fi,s_value,upstream_hits_100,hits_in_domains,reads_in_domains,domain_coverage,domain_ratio,bps_between_hits_in_feature,bps_between_hits_in_neihgborhood
GWK60_J02321,-13.135869576648522,-13.135869576648522,NA,-3.569082655856251,3.569082655856251,1,0,1,,1,single_pool_depleted,GWK60_J02321,GWK60_J02321,ORF,CP048239.1,263070,266777,C,3708,7,0.00188781014023732,0.744269147788565,0.562892632781268,1146,0.309061488673139,0.309061488673139,-9.77033352995656,0,0,0,0,0,529.714285714286,394.25
GWK60_C03993,-12.55098721452152,-12.55098721452152,NA,-3.165996545069383,3.165996545069383,1,0,1,,1,single_pool_depleted,GWK60_C03993,MED2,ORF,CP048232.1,418222,419328,W,1107,4,0.003613369467028,0.83976427065858,0.83976427065858,600,0.5420054200542,0.541943060542081,-10.2849067027863,0,0,0,0,0,276.75,232.404761904762
GWK60_E02431,-12.55098721452152,-12.55098721452152,NA,-3.165996545069383,3.165996545069383,1,0,1,,1,single_pool_depleted,GWK60_E02431,GWK60_E02431,ORF,CP048234.1,272621,274078,W,1458,5,0.00342935528120713,0.747450348899624,0.687654320987654,635,0.435528120713306,0.435526622443164,-10.2849067027863,0,0,0,0,0,291.6,217.95652173913
GWK60_I03597,-12.55098721452152,-12.55098721452152,NA,-3.165996545069383,3.165996545069383,1,0,1,,1,single_pool_depleted,GWK60_I03597,GWK60_I03597,ORF,CP048238.1,391405,391866,W,462,5,0.0108225108225108,3.27155483405483,3.36502782931354,221,0.478354978354978,0.445892712379836,-10.2849067027863,0,0,0,0,0,92.4,302.291666666667
GWK60_I05379,-12.55098721452152,-12.55098721452152,NA,-3.165996545069383,3.165996545069383,1,0,1,,1,single_pool_depleted,GWK60_I05379,GWK60_I05379,ORF,CP048238.1,545042,547132,W,2091,6,0.00286944045911047,1.3777844899192,1.1899047867484,800,0.38259206121473,0.382592058869274,-10.2849067027863,0,0,0,0,0,348.5,480.157894736842
GWK60_D04851,-12.288000889707574,-12.288000889707574,NA,-2.9978188881521497,2.9978188881521497,1,0,1,,1,single_pool_depleted,GWK60_D04851,GWK60_D04851,ORF,CP048233.1,502911,506456,W,3546,4,0.00112803158488437,0.646892936531635,0.597672821795532,2138,0.602932882120699,0.602932882120698,-10.5072991241228,0,0,0,0,0,886.5,573.470588235294
GWK60_F02057,-12.288000889707574,-12.288000889707574,NA,-2.9978188881521497,2.9978188881521497,1,0,1,,1,single_pool_depleted,GWK60_F02057,GWK60_F02057,ORF,CP048235.1,241008,242045,W,1038,5,0.0048169556840077,0.591682723185613,0.450805884331896,255,0.245664739884393,0.245608394875921,-10.5072991241228,1,0,0,0,0,207.6,122.833333333333
GWK60_H09713,-12.288000889707574,-12.288000889707574,NA,-2.9978188881521497,2.9978188881521497,1,0,1,,1,single_pool_depleted,GWK60_H09713,GWK60_H09713,ORF,CP048237.1,967778,969682,C,1905,4,0.00209973753280839,0.256167979002625,0.164141247050001,975,0.511811023622047,0.511811003466773,-10.5072991241228,0,0,0,0,0,476.25,122
GWK60_B04257,-11.966144913345602,-11.966144913345602,NA,-2.8023448581637713,2.8023448581637713,1,0,1,,1,single_pool_depleted,GWK60_B04257,CHS3,ORF,CP048231.1,429930,433421,W,3492,4,0.00114547537227949,0.580469644902635,0.331696939944363,2338,0.669530355097365,0.669530355097362,-10.7703335299566,0,0,0,0,0,873,506.75
GWK60_B04521,-11.966144913345602,-11.966144913345602,NA,-2.8023448581637713,2.8023448581637713,1,0,1,,1,single_pool_depleted,GWK60_B04521,GWK60_B04521,ORF,CP048231.1,453761,454951,C,1191,4,0.0033585222502099,0.575863693145748,0.462949243509326,512,0.429890848026868,0.429869494072487,-10.7703335299566,0,0,0,0,0,297.75,171.463414634146
