Chromosome,Position,Reads
CP048230.1,505,1
CP048230.1,3294,44
CP048230.1,18512,573
CP048230.1,18526,135
CP048230.1,31707,157
CP048230.1,31936,1
CP048230.1,31952,237
CP048230.1,32584,255
CP048230.1,33638,24
CP048230.1,33645,162
CP048230.1,36466,1
CP048230.1,39103,617
CP048230.1,39105,440
CP048230.1,39154,430
CP048230.1,39235,1001
CP048230.1,39241,406
CP048230.1,39242,511
CP048230.1,39248,46
CP048230.1,39272,2364
CP048230.1,39279,745
CP048230.1,39283,1711
CP048230.1,39290,469
CP048230.1,39372,227
CP048230.1,39385,1
CP048230.1,39393,407
CP048230.1,39409,13
CP048230.1,39446,62
CP048230.1,39455,134
CP048230.1,39462,3
CP048230.1,39523,41
CP048230.1,39659,497
CP048230.1,39666,35
CP048230.1,39970,46
CP048230.1,40067,1
CP048230.1,40174,754
CP048230.1,40181,911
CP048230.1,40284,191
CP048230.1,40699,23
CP048230.1,41148,56
CP048230.1,41155,260
CP048230.1,41892,6
CP048230.1,41956,463
CP048230.1,42566,1
CP048230.1,43314,1
CP048230.1,43321,879
CP048230.1,43383,1
CP048230.1,43415,51
CP048230.1,44788,1105
CP048230.1,45436,1
CP048230.1,45681,9
CP048230.1,45720,4
CP048230.1,46041,1281
CP048230.1,46346,71
CP048230.1,46889,393
CP048230.1,47220,8
CP048230.1,47417,179
CP048230.1,47477,586
CP048230.1,47723,5
CP048230.1,47835,1990
CP048230.1,47983,2
CP048230.1,48391,164
CP048230.1,48794,380
CP048230.1,48805,345
CP048230.1,48909,279
CP048230.1,49332,112
CP048230.1,49339,820
CP048230.1,49399,403
CP048230.1,49552,1058
CP048230.1,50503,516
CP048230.1,50525,17
CP048230.1,50766,327
CP048230.1,51017,859
CP048230.1,51024,1320
CP048230.1,51102,1532
CP048230.1,51109,323
CP048230.1,51114,220
CP048230.1,51121,10
CP048230.1,51128,71
CP048230.1,51149,1
CP048230.1,51156,346
CP048230.1,51214,473
CP048230.1,51233,183
CP048230.1,51236,314
CP048230.1,51243,7206
CP048230.1,51253,13
CP048230.1,51261,68
CP048230.1,51467,2171
CP048230.1,51473,53
CP048230.1,51474,541
CP048230.1,51529,131
CP048230.1,51542,14
CP048230.1,51549,611
CP048230.1,51556,35
CP048230.1,51560,1789
CP048230.1,51563,115
CP048230.1,51575,943
CP048230.1,51625,5
CP048230.1,51632,75
CP048230.1,51690,1255
CP048230.1,51720,23
CP048230.1,51726,1
CP048230.1,51757,1363
CP048230.1,51764,413
CP048230.1,51882,396
CP048230.1,51889,21
CP048230.1,52037,607
CP048230.1,52044,1065
CP048230.1,52067,1
CP048230.1,52074,2485
CP048230.1,53007,866
CP048230.1,53019,693
CP048230.1,53309,85
CP048230.1,55274,5
CP048230.1,55360,478
CP048230.1,55414,65
CP048230.1,55818,356
CP048230.1,57095,19
CP048230.1,57096,1
CP048230.1,57131,2
CP048230.1,57138,142
CP048230.1,58673,630
CP048230.1,58835,64
CP048230.1,58837,499
CP048230.1,58842,750
CP048230.1,58940,5
CP048230.1,58977,245
CP048230.1,58984,38
CP048230.1,58990,155
CP048230.1,58996,43
CP048230.1,58997,4
CP048230.1,59007,131
CP048230.1,59014,125
CP048230.1,59046,256
CP048230.1,59053,5
CP048230.1,59059,29
CP048230.1,59129,94
CP048230.1,59138,50
CP048230.1,59145,1016
CP048230.1,59146,3
CP048230.1,59147,1
CP048230.1,59179,167
CP048230.1,59370,308
CP048230.1,59631,102
CP048230.1,59998,1064
CP048230.1,60005,293
CP048230.1,60185,277
CP048230.1,60671,1
CP048230.1,60870,25
CP048230.1,60927,246
CP048230.1,60942,201
CP048230.1,60957,175
CP048230.1,60987,239
CP048230.1,60988,46
CP048230.1,61060,271
CP048230.1,61088,207
CP048230.1,61113,115
CP048230.1,61117,15
CP048230.1,61119,55
CP048230.1,61121,102
CP048230.1,61153,203
CP048230.1,61158,57
CP048230.1,61162,372
CP048230.1,61169,65
CP048230.1,61249,5
CP048230.1,61255,272
CP048230.1,61350,82
CP048230.1,61368,383
CP048230.1,61377,2
CP048230.1,61384,807
CP048230.1,61483,3
CP048230.1,61536,3
CP048230.1,61603,1
CP048230.1,61605,918
CP048230.1,61612,228
CP048230.1,61614,1651
CP048230.1,61621,824
CP048230.1,61697,598
CP048230.1,61758,1331
CP048230.1,61808,8
CP048230.1,61812,193
CP048230.1,61815,579
CP048230.1,61819,540
CP048230.1,62715,382
CP048230.1,63096,26
CP048230.1,63232,371
CP048230.1,63612,269
CP048230.1,63938,220
CP048230.1,64951,621
CP048230.1,65261,1
CP048230.1,65552,158
CP048230.1,65602,264
CP048230.1,65814,68
CP048230.1,66202,565
CP048230.1,66283,1
CP048230.1,66559,89
CP048230.1,67381,552
CP048230.1,67786,1731
CP048230.1,67919,213
CP048230.1,67965,670
CP048230.1,67995,369
CP048230.1,68069,27
CP048230.1,68779,1
CP048230.1,68833,84
CP048230.1,68956,13
CP048230.1,68963,27
CP048230.1,68978,552
CP048230.1,68998,3
CP048230.1,69016,6
CP048230.1,69019,5
CP048230.1,69023,483
CP048230.1,69026,1747
CP048230.1,69066,197
CP048230.1,69068,38
CP048230.1,69161,37
CP048230.1,69178,2
CP048230.1,69237,5
CP048230.1,69420,63
CP048230.1,69437,65
CP048230.1,69449,98
CP048230.1,69452,331
CP048230.1,72666,449
CP048230.1,72732,1022
CP048230.1,72823,708
CP048230.1,72934,1
CP048230.1,72935,1
CP048230.1,72961,1775
CP048230.1,73070,4
CP048230.1,73089,409
CP048230.1,73096,157
CP048230.1,73100,1079
CP048230.1,73108,2334
CP048230.1,73113,1277
CP048230.1,73115,1094
CP048230.1,73117,2
CP048230.1,73122,4
CP048230.1,73123,2
CP048230.1,73155,1308
CP048230.1,73162,220
CP048230.1,73192,15
CP048230.1,73193,2073
CP048230.1,73200,1831
CP048230.1,73219,1
CP048230.1,73230,32
CP048230.1,73246,20
CP048230.1,73272,1
CP048230.1,73274,1511
CP048230.1,73279,501
CP048230.1,73314,1
CP048230.1,73387,5203
CP048230.1,73400,599
CP048230.1,73408,1
CP048230.1,73410,2528
CP048230.1,73417,1036
CP048230.1,73424,1296
CP048230.1,73427,4050
CP048230.1,73429,4782
CP048230.1,73456,1821
CP048230.1,73590,519
CP048230.1,73606,7300
CP048230.1,73780,24314
CP048230.1,73793,1461
CP048230.1,73966,4196
CP048230.1,74080,1
CP048230.1,74142,2
CP048230.1,74401,2627
CP048230.1,74530,1
CP048230.1,74736,343
CP048230.1,74864,277
CP048230.1,75310,602
CP048230.1,75448,6
CP048230.1,75475,1036
CP048230.1,75612,2
CP048230.1,75625,1
CP048230.1,75636,269
CP048230.1,75707,68
CP048230.1,75710,40
CP048230.1,75865,1640
CP048230.1,75872,205
CP048230.1,75919,2
CP048230.1,75925,212
CP048230.1,75946,1
CP048230.1,76013,460
CP048230.1,76017,907
CP048230.1,76089,143
CP048230.1,76164,439
CP048230.1,76201,1
CP048230.1,76434,29
CP048230.1,76447,112
CP048230.1,76949,58
CP048230.1,77054,42
CP048230.1,77058,33
CP048230.1,77268,393
CP048230.1,77364,1
CP048230.1,77861,301
CP048230.1,77995,1174
CP048230.1,78016,1226
CP048230.1,78023,553
CP048230.1,78032,631
CP048230.1,78055,417
CP048230.1,78064,55
CP048230.1,78071,570
CP048230.1,78086,643
CP048230.1,78094,806
CP048230.1,78095,2
CP048230.1,78102,70
CP048230.1,78117,37
CP048230.1,78147,339
CP048230.1,78221,62
CP048230.1,78225,710
CP048230.1,78232,1017
CP048230.1,78293,5
CP048230.1,78347,239
CP048230.1,78352,122
CP048230.1,78354,1558
CP048230.1,78361,955
CP048230.1,78363,752
CP048230.1,78374,1233
CP048230.1,78379,5
CP048230.1,78381,73
CP048230.1,78394,276
CP048230.1,78415,1583
CP048230.1,78422,1668
CP048230.1,78429,252
CP048230.1,78437,1
CP048230.1,78438,4706
CP048230.1,78445,1827
CP048230.1,78473,1
CP048230.1,78484,284
CP048230.1,78522,1013
CP048230.1,78524,771
CP048230.1,78529,595
CP048230.1,78531,1496
CP048230.1,78539,595
CP048230.1,78576,24
CP048230.1,78593,526
CP048230.1,78621,1983
CP048230.1,78636,192
CP048230.1,78647,9
CP048230.1,78652,1909
CP048230.1,78674,907
CP048230.1,78681,76
CP048230.1,78699,136
CP048230.1,78706,115
CP048230.1,78733,1
CP048230.1,78758,186
CP048230.1,78785,184
CP048230.1,78810,1
CP048230.1,78817,745
CP048230.1,78825,6
CP048230.1,78855,29
CP048230.1,78892,2
CP048230.1,78904,1026
CP048230.1,78915,141
CP048230.1,78934,943
CP048230.1,79011,259
CP048230.1,79062,202
CP048230.1,79109,4
CP048230.1,79117,1
CP048230.1,79195,157
CP048230.1,79211,455
CP048230.1,79224,3
CP048230.1,79230,743
CP048230.1,79234,169
CP048230.1,79434,19
CP048230.1,79480,32
CP048230.1,79530,31
CP048230.1,79682,1
CP048230.1,79689,172
CP048230.1,79705,282
CP048230.1,79752,2990
CP048230.1,79759,1108
CP048230.1,79810,1
CP048230.1,80076,66
CP048230.1,80263,5
CP048230.1,80466,272
CP048230.1,81505,14
CP048230.1,81736,317
CP048230.1,83855,1100
