Chromosome	Source	Up feature type	Up feature name	Up gene name	Up feature dist	Down feature type	Down feature name	Down gene name	Down feature dist	IntergenicType	Hit position	Hit count
CP048230.1	W	None	None	None	1260	protein_coding	GWK60_A00011	EPA19	2026	 - -C	1261	104
CP048230.1	W	None	None	None	2607	protein_coding	GWK60_A00011	EPA19	679	 - -C	2608	376
CP048230.1	W	None	None	None	2647	protein_coding	GWK60_A00011	EPA19	639	 - -C	2648	37
CP048230.1	W	protein_coding	GWK60_A00033	EPA24	1168	protein_coding	GWK60_A00055	GWK60_A00055	2956	C-C	29709	34
CP048230.1	W	protein_coding	GWK60_A00055	GWK60_A00055	134	protein_coding	GWK60_A00077	GWK60_A00077	477	C-C	33638	56
CP048230.1	W	protein_coding	GWK60_A00055	GWK60_A00055	148	protein_coding	GWK60_A00077	GWK60_A00077	463	C-C	33652	48
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	0	protein_coding	GWK60_A00099	GWK60_A00099	0	ORF(W)-ORF(W)	39065	203
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	30	protein_coding	GWK60_A00121	GWK60_A00121	771	W-W	39098	128
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	167	protein_coding	GWK60_A00121	GWK60_A00121	634	W-W	39235	1538
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	173	protein_coding	GWK60_A00121	GWK60_A00121	628	W-W	39241	1
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	180	protein_coding	GWK60_A00121	GWK60_A00121	621	W-W	39248	10
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	188	protein_coding	GWK60_A00121	GWK60_A00121	613	W-W	39256	199
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	204	protein_coding	GWK60_A00121	GWK60_A00121	597	W-W	39272	1444
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	215	protein_coding	GWK60_A00121	GWK60_A00121	586	W-W	39283	1548
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	223	protein_coding	GWK60_A00121	GWK60_A00121	578	W-W	39291	389
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	317	protein_coding	GWK60_A00121	GWK60_A00121	484	W-W	39385	1
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	326	protein_coding	GWK60_A00121	GWK60_A00121	475	W-W	39394	66
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	378	protein_coding	GWK60_A00121	GWK60_A00121	423	W-W	39446	569
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	380	protein_coding	GWK60_A00121	GWK60_A00121	421	W-W	39448	5
