Chromosome,Position,Reads
CP048230.1,39272,1
CP048230.1,39279,2
CP048230.1,39283,1
CP048230.1,39455,1
CP048230.1,39666,1
CP048230.1,42679,2
CP048230.1,42838,2
CP048230.1,43281,1
CP048230.1,47417,2
CP048230.1,50362,1
CP048230.1,50510,1
CP048230.1,51236,1
CP048230.1,51527,1
CP048230.1,51549,2
CP048230.1,51625,1
CP048230.1,51649,1
CP048230.1,51706,2
CP048230.1,51767,2
CP048230.1,51772,1
CP048230.1,52044,1
CP048230.1,52740,1
CP048230.1,58997,1
CP048230.1,59138,1
CP048230.1,60005,2
CP048230.1,61106,1
CP048230.1,61117,1
CP048230.1,61160,1
CP048230.1,61482,1
CP048230.1,61614,1
CP048230.1,61621,1
CP048230.1,61623,1
CP048230.1,61791,1
CP048230.1,63835,1
CP048230.1,66194,1
CP048230.1,69012,1
CP048230.1,72969,1
CP048230.1,73089,1
CP048230.1,73226,1
CP048230.1,73590,1
CP048230.1,75795,1
CP048230.1,77013,2
CP048230.1,78346,1
CP048230.1,78354,1
CP048230.1,78415,4
CP048230.1,78438,1
CP048230.1,78529,3
CP048230.1,78531,3
CP048230.1,78586,1
CP048230.1,78621,1
CP048230.1,78636,1
CP048230.1,78699,1
CP048230.1,78763,2
CP048230.1,79069,1
CP048230.1,79759,1
CP048230.1,79817,1
CP048230.1,80094,1
CP048230.1,81501,1
CP048230.1,84071,1
CP048230.1,84078,1
CP048230.1,85134,1
CP048230.1,86029,3
CP048230.1,86036,1
CP048230.1,86217,1
CP048230.1,86313,1
CP048230.1,86385,2
CP048230.1,86538,1
CP048230.1,87389,2
CP048230.1,87458,1
CP048230.1,87550,3
CP048230.1,87557,1
CP048230.1,91471,1
CP048230.1,92985,1
CP048230.1,93047,1
CP048230.1,93709,1
CP048230.1,94770,1
CP048230.1,95032,1
CP048230.1,95120,1
CP048230.1,95185,1
CP048230.1,95232,3
CP048230.1,96248,1
CP048230.1,96344,1
CP048230.1,96394,1
CP048230.1,96536,1
CP048230.1,96698,1
CP048230.1,97178,1
CP048230.1,97205,2
CP048230.1,97260,1
CP048230.1,97988,1
CP048230.1,98066,1
CP048230.1,98156,1
CP048230.1,98407,4
CP048230.1,98666,1
CP048230.1,98879,1
CP048230.1,99046,2
CP048230.1,99126,1
CP048230.1,99242,1
CP048230.1,99299,3
CP048230.1,99316,1
CP048230.1,99391,1
CP048230.1,99416,1
CP048230.1,99759,1
CP048230.1,100853,1
CP048230.1,100872,1
CP048230.1,102113,1
CP048230.1,106772,1
CP048230.1,108887,1
CP048230.1,109080,1
CP048230.1,111432,1
CP048230.1,120941,1
CP048230.1,121024,1
CP048230.1,121033,1
CP048230.1,122021,1
CP048230.1,122445,1
CP048230.1,122607,1
CP048230.1,122694,1
CP048230.1,122713,1
CP048230.1,122814,1
CP048230.1,123161,1
CP048230.1,123359,1
CP048230.1,123363,2
CP048230.1,123370,2
CP048230.1,123434,2
CP048230.1,123438,1
CP048230.1,123441,3
CP048230.1,123450,1
CP048230.1,123487,1
CP048230.1,125394,1
CP048230.1,127603,1
CP048230.1,127608,1
CP048230.1,127715,2
CP048230.1,127729,1
CP048230.1,127808,1
CP048230.1,127840,1
CP048230.1,127845,1
CP048230.1,127980,2
CP048230.1,128029,1
CP048230.1,131573,1
CP048230.1,131580,2
CP048230.1,131894,2
CP048230.1,132236,1
CP048230.1,132280,2
CP048230.1,132307,1
CP048230.1,132329,1
CP048230.1,132361,1
CP048230.1,132401,3
CP048230.1,133085,1
CP048230.1,140827,1
CP048230.1,140908,1
CP048230.1,141132,1
CP048230.1,141229,1
CP048230.1,141231,2
CP048230.1,141295,2
CP048230.1,141707,1
CP048230.1,141830,1
CP048230.1,141917,4
CP048230.1,142140,4
CP048230.1,142435,1
CP048230.1,142530,1
CP048230.1,142606,2
CP048230.1,143904,1
CP048230.1,144986,1
CP048230.1,145709,1
CP048230.1,145871,1
CP048230.1,146386,1
CP048230.1,146599,2
CP048230.1,150269,1
CP048230.1,150452,1
