Chromosome	Source	Up feature type	Up feature name	Up gene name	Up feature dist	Down feature type	Down feature name	Down gene name	Down feature dist	IntergenicType	Hit position	Hit count
CP048230.1	W	None	None	None	2659	gene	GWK60_A00011	EPA19	627	 - -C	2660	1
CP048230.1	W	gene	GWK60_A00033	EPA24	3386	gene	GWK60_A00055	GWK60_A00055	738	C-C	31927	5294
CP048230.1	W	gene	GWK60_A00055	GWK60_A00055	134	gene	GWK60_A00077	GWK60_A00077	477	C-C	33638	3999
CP048230.1	W	gene	GWK60_A00055	GWK60_A00055	402	gene	GWK60_A00077	GWK60_A00077	209	C-C	33906	1
CP048230.1	W	gene	GWK60_A00055	GWK60_A00055	452	gene	GWK60_A00077	GWK60_A00077	159	C-C	33956	622
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	139	gene	GWK60_A00121	GWK60_A00121	662	W-W	39207	276
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	167	gene	GWK60_A00121	GWK60_A00121	634	W-W	39235	3491
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	173	gene	GWK60_A00121	GWK60_A00121	628	W-W	39241	969
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	204	gene	GWK60_A00121	GWK60_A00121	597	W-W	39272	38877
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	215	gene	GWK60_A00121	GWK60_A00121	586	W-W	39283	2332
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	339	gene	GWK60_A00121	GWK60_A00121	462	W-W	39407	357
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	378	gene	GWK60_A00121	GWK60_A00121	423	W-W	39446	85
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	387	gene	GWK60_A00121	GWK60_A00121	414	W-W	39455	295
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	448	gene	GWK60_A00121	GWK60_A00121	353	W-W	39516	40
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	472	gene	GWK60_A00121	GWK60_A00121	329	W-W	39540	1
CP048230.1	W	gene	GWK60_A00121	GWK60_A00121	0	gene	GWK60_A00121	GWK60_A00121	0	ORF(W)-ORF(W)	39869	1
CP048230.1	W	gene	GWK60_A00121	GWK60_A00121	0	gene	GWK60_A00121	GWK60_A00121	0	ORF(W)-ORF(W)	40174	9326
CP048230.1	W	gene	GWK60_A00121	GWK60_A00121	0	gene	GWK60_A00121	GWK60_A00121	0	ORF(W)-ORF(W)	41747	172
CP048230.1	W	gene	GWK60_A00121	GWK60_A00121	102	gene	GWK60_A00143	GWK60_A00143	192	W-C	42352	26
CP048230.1	W	gene	GWK60_A00143	GWK60_A00143	0	gene	GWK60_A00143	GWK60_A00143	0	ORF(C)-ORF(C)	43000	2
CP048230.1	W	gene	GWK60_A00143	GWK60_A00143	89	gene	GWK60_A00165	GWK60_A00165	394	C-W	43304	1
CP048230.1	W	gene	GWK60_A00143	GWK60_A00143	99	gene	GWK60_A00165	GWK60_A00165	384	C-W	43314	2
CP048230.1	W	gene	GWK60_A00143	GWK60_A00143	256	gene	GWK60_A00165	GWK60_A00165	227	C-W	43471	1
CP048230.1	W	gene	GWK60_A00143	GWK60_A00143	259	gene	GWK60_A00165	GWK60_A00165	224	C-W	43474	95
CP048230.1	W	gene	GWK60_A00143	GWK60_A00143	278	gene	GWK60_A00165	GWK60_A00165	205	C-W	43493	2
