Chromosome,Position,Reads
CP048230.1,1261,131
CP048230.1,1774,1
CP048230.1,2682,36
CP048230.1,20266,115
CP048230.1,26244,45
CP048230.1,29632,440
CP048230.1,31789,353
CP048230.1,31927,6
CP048230.1,31929,20
CP048230.1,31936,6
CP048230.1,32577,7
CP048230.1,32766,109
CP048230.1,33227,26
CP048230.1,33638,250
CP048230.1,33645,32
CP048230.1,33654,17
CP048230.1,33740,2
CP048230.1,33906,231
CP048230.1,33956,20
CP048230.1,36147,16
CP048230.1,36489,1014
CP048230.1,39102,17
CP048230.1,39103,114
CP048230.1,39147,133
CP048230.1,39199,93
CP048230.1,39205,39
CP048230.1,39207,243
CP048230.1,39216,4
CP048230.1,39231,5
CP048230.1,39235,484
CP048230.1,39241,625
CP048230.1,39242,1637
CP048230.1,39255,101
CP048230.1,39266,514
CP048230.1,39272,3312
CP048230.1,39279,3205
CP048230.1,39283,480
CP048230.1,39287,23
CP048230.1,39290,773
CP048230.1,39291,465
CP048230.1,39377,164
CP048230.1,39379,57
CP048230.1,39388,16
CP048230.1,39407,395
CP048230.1,39439,159
CP048230.1,39446,161
CP048230.1,39453,56
CP048230.1,39455,54
CP048230.1,39462,54
CP048230.1,39480,1
CP048230.1,39523,29
CP048230.1,39565,14
CP048230.1,39574,195
CP048230.1,39588,111
CP048230.1,39612,9
CP048230.1,39659,68
CP048230.1,39666,1257
CP048230.1,39690,102
CP048230.1,39692,118
CP048230.1,39805,440
CP048230.1,39849,474
CP048230.1,39876,12
CP048230.1,39943,343
CP048230.1,40071,1
CP048230.1,40074,375
CP048230.1,40087,13
CP048230.1,40102,557
CP048230.1,40538,74
CP048230.1,41121,3
CP048230.1,41221,84
CP048230.1,42293,292
CP048230.1,42352,412
CP048230.1,43304,143
CP048230.1,43314,271
CP048230.1,43321,629
CP048230.1,43356,7
CP048230.1,43383,90
CP048230.1,43450,164
CP048230.1,43493,185
CP048230.1,43500,436
CP048230.1,43522,78
CP048230.1,44773,2
CP048230.1,45436,136
CP048230.1,45443,56
CP048230.1,45472,9
CP048230.1,45518,13
CP048230.1,45889,46
CP048230.1,45917,225
CP048230.1,46032,50
CP048230.1,46041,179
CP048230.1,46139,189
CP048230.1,46394,94
CP048230.1,46773,22
CP048230.1,46910,114
CP048230.1,46915,5
CP048230.1,47272,23
CP048230.1,47299,252
CP048230.1,47445,3
CP048230.1,47452,75
CP048230.1,47470,40
CP048230.1,47521,2
CP048230.1,47700,14
CP048230.1,47835,377
CP048230.1,47878,1
CP048230.1,47976,524
CP048230.1,48014,516
CP048230.1,48134,11
CP048230.1,48224,91
CP048230.1,48701,18
CP048230.1,48787,295
CP048230.1,48794,3
CP048230.1,48798,73
CP048230.1,48909,108
CP048230.1,48975,272
CP048230.1,49147,139
CP048230.1,49332,265
CP048230.1,49339,342
CP048230.1,49393,7
CP048230.1,49461,36
CP048230.1,49629,55
CP048230.1,50362,333
CP048230.1,50369,200
CP048230.1,50510,1375
CP048230.1,50525,291
CP048230.1,50558,127
CP048230.1,50623,339
CP048230.1,50810,326
CP048230.1,50869,76
CP048230.1,50879,543
CP048230.1,50905,129
CP048230.1,50919,79
CP048230.1,51017,304
CP048230.1,51024,467
CP048230.1,51046,623
CP048230.1,51102,201
CP048230.1,51109,99
CP048230.1,51128,127
CP048230.1,51135,45
CP048230.1,51149,2079
CP048230.1,51156,372
CP048230.1,51160,745
CP048230.1,51172,12
CP048230.1,51233,630
CP048230.1,51236,3579
CP048230.1,51243,5828
CP048230.1,51330,3
CP048230.1,51425,646
CP048230.1,51467,751
CP048230.1,51473,556
CP048230.1,51482,2
CP048230.1,51499,99
CP048230.1,51512,5
CP048230.1,51513,5
