RDF,1
standard_name,common_name,type,chrom,start,stop,strand,coding_length,hits,reads,insertion_index,neighborhood_index,reads_ni,max_free_region,freedom_index,logit_fi,s_value,upstream_hits_100,hits_in_domains,reads_in_domains,domain_coverage,domain_ratio,bps_between_hits_in_feature,bps_between_hits_in_neihgborhood
GWK60_A00011,EPA19,ORF,CP048230.1,3287,16984,C,13698,0,0,0.0,0.0,0.0,13698,1.0,1.0,-24.55087745325962,0,0,5941,0.43371295079573663,9999,2546.8
GWK60_A00033,EPA24,ORF,CP048230.1,26433,28541,C,2109,0,0,0.0,0.0,0.0,2109,1.0,0.9999999948794296,-24.55087745325962,0,0,691,0.3276434329065908,9999,917.6875
GWK60_A00055,GWK60_A00055,ORF,CP048230.1,32665,33504,C,840,2,135,0.002380952380952381,0.36904761904761907,0.07845709853536677,460,0.5476190476190477,0.5467106565513331,-17.46341461200928,0,0,0,0.0,420.0,155.0
GWK60_A00077,GWK60_A00077,ORF,CP048230.1,34115,36385,C,2271,1,16,0.00044033465433729633,0.05814227031722191,0.003148800098785885,2032,0.8947600176133862,0.8947600167066773,-20.46341461200928,1,16,1639,0.7217084984588287,2271.0,132.04109589041096
GWK60_A00099,GWK60_A00099,ORF,CP048230.1,36888,39068,W,2181,0,0,0.0,0.0,0.0,2181,1.0,0.9999999975075509,-24.55087745325962,0,0,2068,0.948188904172398,9999,105.61538461538461
GWK60_A00121,GWK60_A00121,ORF,CP048230.1,39869,42250,W,2382,9,1462,0.003778337531486146,0.23203790332253807,0.08522073937207444,1029,0.43198992443324935,0.43198992428898203,-14.036163399121133,7,1376,1909,0.8014273719563392,264.6666666666667,61.41269841269841
GWK60_A00143,GWK60_A00143,ORF,CP048230.1,42544,43215,C,672,0,0,0.0,0.0,0.0,672,1.0,0.9911635995393923,-24.55087745325962,0,0,586,0.8720238095238095,9999,41.84297520661157
GWK60_A00165,GWK60_A00165,ORF,CP048230.1,43698,44498,W,801,0,0,0.0,0.0,0.0,801,1.0,0.9975519196246999,-24.55087745325962,0,0,736,0.9188514357053683,9999,40.58974358974359
GWK60_A00187,GWK60_A00187,ORF,CP048230.1,44808,45404,C,597,0,0,0.0,0.0,0.0,597,1.0,0.9814761750367006,-24.55087745325962,0,0,526,0.88107202680067,9999,37.768
GWK60_A00209,GWK60_A00209,ORF,CP048230.1,45607,47136,W,1530,9,924,0.0058823529411764705,0.2573755656108597,0.0598096229124376,378,0.24705882352941178,0.24705840983178218,-14.697567897855945,4,554,860,0.5620915032679739,170.0,43.753846153846155
GWK60_A00231,GWK60_A00231,ORF,CP048230.1,47685,48254,W,570,7,1534,0.012280701754385965,0.5072215422276622,0.25414504001940336,134,0.23508771929824562,0.22941575285970586,-13.966854513002078,5,1429,481,0.843859649122807,81.42857142857143,41.30232558139535
GWK60_A00253,GWK60_A00253,ORF,CP048230.1,48624,50978,C,2355,23,5431,0.009766454352441613,0.39443040249834305,0.2626043865603753,732,0.310828025477707,0.3108280253417273,-12.143609689014887,23,5431,2344,0.9953290870488323,102.3913043478261,40.386243386243386
GWK60_A00275,GWK60_A00275,ORF,CP048230.1,51806,55015,C,3210,13,12749,0.004049844236760125,0.1372352679389513,0.4022474418708004,1353,0.42149532710280374,0.4214953271027681,-10.912667826626036,13,12749,3205,0.9984423676012462,246.92307692307693,33.88655462184874
GWK60_A00297,SCL1,ORF,CP048230.1,56199,56963,W,765,0,0,0.0,0.0,0.0,765,1.0,0.9964948127799336,-24.55087745325962,0,0,754,0.9856209150326798,9999,30.855263157894736
GWK60_A00319,ERG4,ORF,CP048230.1,57279,58673,C,1395,0,0,0.0,0.0,0.0,1395,1.0,0.9999935408088644,-24.55087745325962,0,0,1321,0.9469534050179211,9999,32.099567099567096
GWK60_A00341,PDR1,ORF,CP048230.1,62211,65534,W,3324,17,3155,0.005114320096269555,0.14649932855473588,0.10487533979310226,710,0.21359807460890493,0.21359807460889915,-12.92699596324616,13,2388,2672,0.8038507821901324,195.52941176470588,28.644927536231883
GWK60_A00363,GWK60_A00363,ORF,CP048230.1,65791,68151,C,2361,15,1543,0.0063532401524777635,0.1665378552683862,0.06098076412446393,397,0.1681490893689115,0.1681490892996342,-13.958420415991538,12,1450,1967,0.8331215586615841,157.4,26.213058419243985
GWK60_A00385,PMA1,ORF,CP048230.1,69666,72374,C,2709,1,27,0.00036913990402362494,0.008830857924565175,0.0007536409765729268,2686,0.9915097822074567,0.9915097821948717,-19.743522531202018,0,0,2611,0.9638242894056848,2709.0,23.922794117647058
GWK60_A00407,GWK60_A00407,ORF,CP048230.1,73476,76844,W,3369,52,22009,0.01543484713564856,0.3888267874171893,0.49171873691328094,531,0.15761353517364202,0.1576135351736393,-10.1250059284807,50,21522,3181,0.9441970911249629,64.78846153846153,25.19148936170213
GWK60_A00429,GWK60_A00429,ORF,CP048230.1,77062,77871,C,810,5,324,0.006172839506172839,0.16134972507521528,0.030290562500760794,507,0.6259259259259259,0.624525198518164,-16.206581545343802,0,0,329,0.40617283950617283,162.0,26.138655462184875
GWK60_A00451,GWK60_A00451,ORF,CP048230.1,78356,79594,C,1239,106,49238,0.08555286521388217,2.4510205941315837,3.3615913377724453,73,0.058918482647296204,0.0589166716469327,-8.963363611434726,94,45271,1039,0.8385794995964487,11.68867924528302,28.649193548387096
GWK60_A00473,GWK60_A00473,ORF,CP048230.1,79931,81871,W,1941,11,1480,0.005667181865018032,0.15942387819310436,0.05655799836570954,455,0.2344152498712004,0.2344152434307103,-14.018521527970771,10,1321,1519,0.7825862957238536,176.45454545454547,28.131067961165048
GWK60_A00495,GWK60_A00495,ORF,CP048230.1,81926,83848,C,1923,2,135,0.0010400416016640667,0.03464414438646512,0.006468900772557068,1207,0.6276651066042642,0.6276650859583532,-17.46341461200928,2,135,1873,0.9739989599583984,961.5,33.310344827586206
GWK60_A00517,GWK60_A00517,ORF,CP048230.1,84469,85122,W,654,5,98,0.00764525993883792,0.28242926278910957,0.015692198756516656,324,0.4954128440366973,0.49018094354148944,-17.92152083318001,5,98,619,0.9464831804281345,130.8,36.94174757281554
GWK60_A00539,GWK60_A00539,ORF,CP048230.1,85576,85959,W,384,4,285,0.010416666666666666,0.3910648148148148,0.08103271178280146,153,0.3984375,0.3438311256144653,-16.39100611648123,0,0,0,0.0,96.0,37.54222222222222
