Chromosome	Source	Up feature type	Up feature name	Up gene name	Up feature dist	Down feature type	Down feature name	Down gene name	Down feature dist	IntergenicType	Hit position	Hit count
CP048230.1	W	None	None	None	1260	gene	GWK60_A00011	EPA19	2026	 - -C	1261	2
CP048230.1	W	None	None	None	2573	gene	GWK60_A00011	EPA19	713	 - -C	2574	6
CP048230.1	W	None	None	None	2659	gene	GWK60_A00011	EPA19	627	 - -C	2660	1
CP048230.1	W	gene	GWK60_A00033	EPA24	3248	gene	GWK60_A00055	GWK60_A00055	876	C-C	31789	79
CP048230.1	W	gene	GWK60_A00033	EPA24	3336	gene	GWK60_A00055	GWK60_A00055	788	C-C	31877	1
CP048230.1	W	gene	GWK60_A00033	EPA24	3386	gene	GWK60_A00055	GWK60_A00055	738	C-C	31927	1
CP048230.1	W	gene	GWK60_A00033	EPA24	3394	gene	GWK60_A00055	GWK60_A00055	730	C-C	31935	32
CP048230.1	W	gene	GWK60_A00055	GWK60_A00055	0	gene	GWK60_A00055	GWK60_A00055	0	ORF(C)-ORF(C)	32931	3131
CP048230.1	W	gene	GWK60_A00055	GWK60_A00055	78	gene	GWK60_A00077	GWK60_A00077	533	C-C	33582	1434
CP048230.1	W	gene	GWK60_A00055	GWK60_A00055	134	gene	GWK60_A00077	GWK60_A00077	477	C-C	33638	583
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	148	gene	GWK60_A00121	GWK60_A00121	653	W-W	39216	3
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	167	gene	GWK60_A00121	GWK60_A00121	634	W-W	39235	3934
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	173	gene	GWK60_A00121	GWK60_A00121	628	W-W	39241	8
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	204	gene	GWK60_A00121	GWK60_A00121	597	W-W	39272	19480
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	215	gene	GWK60_A00121	GWK60_A00121	586	W-W	39283	247
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	223	gene	GWK60_A00121	GWK60_A00121	578	W-W	39291	1
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	304	gene	GWK60_A00121	GWK60_A00121	497	W-W	39372	4443
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	341	gene	GWK60_A00121	GWK60_A00121	460	W-W	39409	1788
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	387	gene	GWK60_A00121	GWK60_A00121	414	W-W	39455	1
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	472	gene	GWK60_A00121	GWK60_A00121	329	W-W	39540	1
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	557	gene	GWK60_A00121	GWK60_A00121	244	W-W	39625	1
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	591	gene	GWK60_A00121	GWK60_A00121	210	W-W	39659	1
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	630	gene	GWK60_A00121	GWK60_A00121	171	W-W	39698	1
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	683	gene	GWK60_A00121	GWK60_A00121	118	W-W	39751	2
