Chromosome,Position,Reads
CP048230.1,2177,24
CP048230.1,2656,277
CP048230.1,19195,21
CP048230.1,25975,17
CP048230.1,31697,2
CP048230.1,31751,31
CP048230.1,32398,10
CP048230.1,32577,191
CP048230.1,33645,130
CP048230.1,33647,328
CP048230.1,33847,1
CP048230.1,33852,1
CP048230.1,33974,5
CP048230.1,34061,55
CP048230.1,39103,155
CP048230.1,39235,595
CP048230.1,39241,219
CP048230.1,39242,206
CP048230.1,39272,901
CP048230.1,39279,585
CP048230.1,39287,34
CP048230.1,39291,256
CP048230.1,39448,213
CP048230.1,39462,161
CP048230.1,39574,160
CP048230.1,39659,32
CP048230.1,39805,1
CP048230.1,40067,143
CP048230.1,40527,295
CP048230.1,42332,10
CP048230.1,43314,1
CP048230.1,43414,2
CP048230.1,43493,297
CP048230.1,43515,141
CP048230.1,43522,1
CP048230.1,43555,1
CP048230.1,44354,39
CP048230.1,45498,35
CP048230.1,47737,26
CP048230.1,48216,225
CP048230.1,48787,150
CP048230.1,48916,45
CP048230.1,50369,372
CP048230.1,50503,2
CP048230.1,50558,11
CP048230.1,50725,24
CP048230.1,51017,436
CP048230.1,51109,138
CP048230.1,51149,250
CP048230.1,51156,169
CP048230.1,51164,111
CP048230.1,51236,238
CP048230.1,51243,1148
CP048230.1,51248,57
CP048230.1,51254,57
CP048230.1,51261,97
CP048230.1,51316,55
CP048230.1,51394,41
CP048230.1,51467,8
CP048230.1,51520,497
CP048230.1,51553,480
CP048230.1,51556,1307
CP048230.1,51560,616
CP048230.1,51625,237
CP048230.1,51683,493
CP048230.1,51688,22
CP048230.1,51700,103
CP048230.1,51706,291
CP048230.1,51707,212
CP048230.1,51720,13
CP048230.1,51726,198
CP048230.1,51757,975
CP048230.1,51764,4
CP048230.1,51767,1
CP048230.1,51772,177
CP048230.1,52037,526
CP048230.1,52067,136
CP048230.1,52237,383
CP048230.1,52270,426
CP048230.1,52747,2
CP048230.1,53937,22
CP048230.1,55219,20
CP048230.1,55274,20
CP048230.1,55347,113
CP048230.1,55405,8
CP048230.1,55412,490
CP048230.1,55703,22
CP048230.1,55818,298
CP048230.1,55892,32
CP048230.1,57047,13
