Chromosome	Source	Up feature type	Up feature name	Up gene name	Up feature dist	Down feature type	Down feature name	Down gene name	Down feature dist	IntergenicType	Hit position	Hit count
CP048230.1	W	None	None	None	1260	gene	GWK60_A00011	EPA19	2026	 - -C	1261	7021
CP048230.1	W	gene	GWK60_A00011	EPA19	0	gene	GWK60_A00011	EPA19	0	ORF(C)-ORF(C)	4482	1
CP048230.1	W	gene	GWK60_A00011	EPA19	1562	gene	GWK60_A00033	EPA24	7887	C-C	18546	1
CP048230.1	W	gene	GWK60_A00033	EPA24	1289	gene	GWK60_A00055	GWK60_A00055	2835	C-C	29830	1
CP048230.1	W	gene	GWK60_A00033	EPA24	3248	gene	GWK60_A00055	GWK60_A00055	876	C-C	31789	1
CP048230.1	W	gene	GWK60_A00033	EPA24	3386	gene	GWK60_A00055	GWK60_A00055	738	C-C	31927	3
CP048230.1	W	gene	GWK60_A00033	EPA24	3657	gene	GWK60_A00055	GWK60_A00055	467	C-C	32198	1
CP048230.1	W	gene	GWK60_A00055	GWK60_A00055	134	gene	GWK60_A00077	GWK60_A00077	477	C-C	33638	6
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	32	gene	GWK60_A00121	GWK60_A00121	769	W-W	39100	88
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	167	gene	GWK60_A00121	GWK60_A00121	634	W-W	39235	1945
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	173	gene	GWK60_A00121	GWK60_A00121	628	W-W	39241	1974
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	188	gene	GWK60_A00121	GWK60_A00121	613	W-W	39256	2424
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	204	gene	GWK60_A00121	GWK60_A00121	597	W-W	39272	20683
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	215	gene	GWK60_A00121	GWK60_A00121	586	W-W	39283	2402
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	304	gene	GWK60_A00121	GWK60_A00121	497	W-W	39372	1
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	317	gene	GWK60_A00121	GWK60_A00121	484	W-W	39385	312
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	371	gene	GWK60_A00121	GWK60_A00121	430	W-W	39439	1
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	387	gene	GWK60_A00121	GWK60_A00121	414	W-W	39455	1
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	446	gene	GWK60_A00121	GWK60_A00121	355	W-W	39514	1
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	544	gene	GWK60_A00121	GWK60_A00121	257	W-W	39612	3
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	557	gene	GWK60_A00121	GWK60_A00121	244	W-W	39625	1
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	591	gene	GWK60_A00121	GWK60_A00121	210	W-W	39659	107
CP048230.1	W	gene	GWK60_A00121	GWK60_A00121	0	gene	GWK60_A00121	GWK60_A00121	0	ORF(W)-ORF(W)	39869	1
CP048230.1	W	gene	GWK60_A00121	GWK60_A00121	0	gene	GWK60_A00121	GWK60_A00121	0	ORF(W)-ORF(W)	40174	15
CP048230.1	W	gene	GWK60_A00121	GWK60_A00121	0	gene	GWK60_A00121	GWK60_A00121	0	ORF(W)-ORF(W)	41360	2720
CP048230.1	W	gene	GWK60_A00121	GWK60_A00121	82	gene	GWK60_A00143	GWK60_A00143	212	W-C	42332	1
CP048230.1	W	gene	GWK60_A00121	GWK60_A00121	113	gene	GWK60_A00143	GWK60_A00143	181	W-C	42363	10
CP048230.1	W	gene	GWK60_A00143	GWK60_A00143	0	gene	GWK60_A00143	GWK60_A00143	0	ORF(C)-ORF(C)	43000	7730
CP048230.1	W	gene	GWK60_A00143	GWK60_A00143	99	gene	GWK60_A00165	GWK60_A00165	384	C-W	43314	2
CP048230.1	W	gene	GWK60_A00143	GWK60_A00143	278	gene	GWK60_A00165	GWK60_A00165	205	C-W	43493	1758
CP048230.1	W	gene	GWK60_A00209	GWK60_A00209	305	gene	GWK60_A00231	GWK60_A00231	244	W-W	47441	1
CP048230.1	W	gene	GWK60_A00231	GWK60_A00231	0	gene	GWK60_A00231	GWK60_A00231	0	ORF(W)-ORF(W)	47955	469
CP048230.1	W	gene	GWK60_A00231	GWK60_A00231	0	gene	GWK60_A00231	GWK60_A00231	0	ORF(W)-ORF(W)	47976	131
CP048230.1	W	gene	GWK60_A00253	GWK60_A00253	0	gene	GWK60_A00253	GWK60_A00253	0	ORF(C)-ORF(C)	48787	1
CP048230.1	W	gene	GWK60_A00253	GWK60_A00253	0	gene	GWK60_A00253	GWK60_A00253	0	ORF(C)-ORF(C)	49332	34
CP048230.1	W	gene	GWK60_A00253	GWK60_A00253	0	gene	GWK60_A00253	GWK60_A00253	0	ORF(C)-ORF(C)	50290	4916
CP048230.1	W	gene	GWK60_A00253	GWK60_A00253	0	gene	GWK60_A00253	GWK60_A00253	0	ORF(C)-ORF(C)	50503	1
CP048230.1	W	gene	GWK60_A00253	GWK60_A00253	0	gene	GWK60_A00253	GWK60_A00253	0	ORF(C)-ORF(C)	50556	4336
CP048230.1	W	gene	GWK60_A00253	GWK60_A00253	0	gene	GWK60_A00253	GWK60_A00253	0	ORF(C)-ORF(C)	50908	1104
CP048230.1	W	gene	GWK60_A00253	GWK60_A00253	0	gene	GWK60_A00253	GWK60_A00253	0	ORF(C)-ORF(C)	50957	4148
CP048230.1	W	gene	GWK60_A00253	GWK60_A00253	73	gene	GWK60_A00275	GWK60_A00275	755	C-C	51051	2
CP048230.1	W	gene	GWK60_A00253	GWK60_A00253	124	gene	GWK60_A00275	GWK60_A00275	704	C-C	51102	6344
CP048230.1	W	gene	GWK60_A00253	GWK60_A00253	136	gene	GWK60_A00275	GWK60_A00275	692	C-C	51114	2
CP048230.1	W	gene	GWK60_A00253	GWK60_A00253	161	gene	GWK60_A00275	GWK60_A00275	667	C-C	51139	1
CP048230.1	W	gene	GWK60_A00253	GWK60_A00253	179	gene	GWK60_A00275	GWK60_A00275	649	C-C	51157	36
CP048230.1	W	gene	GWK60_A00253	GWK60_A00253	182	gene	GWK60_A00275	GWK60_A00275	646	C-C	51160	1
CP048230.1	W	gene	GWK60_A00253	GWK60_A00253	223	gene	GWK60_A00275	GWK60_A00275	605	C-C	51201	4336
CP048230.1	W	gene	GWK60_A00253	GWK60_A00253	258	gene	GWK60_A00275	GWK60_A00275	570	C-C	51236	3320
CP048230.1	W	gene	GWK60_A00253	GWK60_A00253	311	gene	GWK60_A00275	GWK60_A00275	517	C-C	51289	1
CP048230.1	W	gene	GWK60_A00253	GWK60_A00253	489	gene	GWK60_A00275	GWK60_A00275	339	C-C	51467	2
CP048230.1	W	gene	GWK60_A00253	GWK60_A00253	564	gene	GWK60_A00275	GWK60_A00275	264	C-C	51542	1
CP048230.1	W	gene	GWK60_A00253	GWK60_A00253	571	gene	GWK60_A00275	GWK60_A00275	257	C-C	51549	13138
CP048230.1	W	gene	GWK60_A00253	GWK60_A00253	575	gene	GWK60_A00275	GWK60_A00275	253	C-C	51553	1
CP048230.1	W	gene	GWK60_A00253	GWK60_A00253	647	gene	GWK60_A00275	GWK60_A00275	181	C-C	51625	2413
CP048230.1	W	gene	GWK60_A00253	GWK60_A00253	735	gene	GWK60_A00275	GWK60_A00275	93	C-C	51713	1
CP048230.1	W	gene	GWK60_A00253	GWK60_A00253	779	gene	GWK60_A00275	GWK60_A00275	49	C-C	51757	297
CP048230.1	W	gene	GWK60_A00253	GWK60_A00253	787	gene	GWK60_A00275	GWK60_A00275	41	C-C	51765	1
CP048230.1	W	gene	GWK60_A00275	GWK60_A00275	0	gene	GWK60_A00275	GWK60_A00275	0	ORF(C)-ORF(C)	52037	1
CP048230.1	W	gene	GWK60_A00275	GWK60_A00275	235	gene	GWK60_A00297	SCL1	949	C-W	55250	1
CP048230.1	W	gene	GWK60_A00275	GWK60_A00275	267	gene	GWK60_A00297	SCL1	917	C-W	55282	3
CP048230.1	W	gene	GWK60_A00275	GWK60_A00275	332	gene	GWK60_A00297	SCL1	852	C-W	55347	1
CP048230.1	W	gene	GWK60_A00275	GWK60_A00275	803	gene	GWK60_A00297	SCL1	381	C-W	55818	3001
CP048230.1	W	gene	GWK60_A00275	GWK60_A00275	877	gene	GWK60_A00297	SCL1	307	C-W	55892	2
CP048230.1	W	gene	GWK60_A00297	SCL1	82	gene	GWK60_A00319	ERG4	234	W-C	57045	83
CP048230.1	W	gene	GWK60_A00319	ERG4	169	gene	GWK60_A00341	PDR1	3369	C-W	58842	2440
CP048230.1	W	gene	GWK60_A00319	ERG4	260	gene	GWK60_A00341	PDR1	3278	C-W	58933	7045
CP048230.1	W	gene	GWK60_A00319	ERG4	283	gene	GWK60_A00341	PDR1	3255	C-W	58956	1
CP048230.1	W	gene	GWK60_A00319	ERG4	304	gene	GWK60_A00341	PDR1	3234	C-W	58977	1
CP048230.1	W	gene	GWK60_A00319	ERG4	323	gene	GWK60_A00341	PDR1	3215	C-W	58996	2
CP048230.1	W	gene	GWK60_A00319	ERG4	326	gene	GWK60_A00341	PDR1	3212	C-W	58999	1
CP048230.1	W	gene	GWK60_A00319	ERG4	407	gene	GWK60_A00341	PDR1	3131	C-W	59080	1
CP048230.1	W	gene	GWK60_A00319	ERG4	465	gene	GWK60_A00341	PDR1	3073	C-W	59138	4
CP048230.1	W	gene	GWK60_A00319	ERG4	1319	gene	GWK60_A00341	PDR1	2219	C-W	59992	1
CP048230.1	W	gene	GWK60_A00319	ERG4	2195	gene	GWK60_A00341	PDR1	1343	C-W	60868	4193
CP048230.1	W	gene	GWK60_A00319	ERG4	2246	gene	GWK60_A00341	PDR1	1292	C-W	60919	693
CP048230.1	W	gene	GWK60_A00319	ERG4	2277	gene	GWK60_A00341	PDR1	1261	C-W	60950	1147
CP048230.1	W	gene	GWK60_A00319	ERG4	2308	gene	GWK60_A00341	PDR1	1230	C-W	60981	26
CP048230.1	W	gene	GWK60_A00319	ERG4	2380	gene	GWK60_A00341	PDR1	1158	C-W	61053	4
CP048230.1	W	gene	GWK60_A00319	ERG4	2408	gene	GWK60_A00341	PDR1	1130	C-W	61081	62
CP048230.1	W	gene	GWK60_A00319	ERG4	2433	gene	GWK60_A00341	PDR1	1105	C-W	61106	2312
CP048230.1	W	gene	GWK60_A00319	ERG4	2437	gene	GWK60_A00341	PDR1	1101	C-W	61110	3
CP048230.1	W	gene	GWK60_A00319	ERG4	2439	gene	GWK60_A00341	PDR1	1099	C-W	61112	6
