Chromosome,Position,Reads
CP048230.1,27213,1
CP048230.1,39235,1
CP048230.1,39272,2
CP048230.1,39291,1
CP048230.1,39462,1
CP048230.1,44436,1
CP048230.1,48787,1
CP048230.1,50369,2
CP048230.1,51017,1
CP048230.1,51520,1
CP048230.1,51556,1
CP048230.1,51625,1
CP048230.1,51757,1
CP048230.1,58887,1
CP048230.1,59046,1
CP048230.1,59998,1
CP048230.1,61377,1
CP048230.1,61384,1
CP048230.1,65554,1
CP048230.1,67388,2
CP048230.1,68829,1
CP048230.1,73089,1
CP048230.1,73108,2
CP048230.1,73115,3
CP048230.1,73171,1
CP048230.1,73255,1
CP048230.1,73272,1
CP048230.1,73396,3
CP048230.1,73400,2
CP048230.1,73407,2
CP048230.1,73417,2
CP048230.1,73427,2
CP048230.1,73429,1
CP048230.1,73773,2
CP048230.1,73780,1
CP048230.1,76956,1
CP048230.1,77854,1
CP048230.1,77861,1
CP048230.1,77948,1
CP048230.1,78016,1
CP048230.1,78023,1
CP048230.1,78087,3
CP048230.1,78094,2
CP048230.1,78225,1
CP048230.1,78361,1
CP048230.1,78422,1
CP048230.1,78438,3
CP048230.1,78526,1
CP048230.1,78636,2
CP048230.1,78665,1
CP048230.1,78681,1
CP048230.1,78699,3
CP048230.1,78899,1
CP048230.1,79117,1
CP048230.1,79130,1
CP048230.1,79759,2
CP048230.1,84071,2
CP048230.1,84174,4
CP048230.1,85423,1
CP048230.1,86029,1
CP048230.1,86210,3
CP048230.1,86350,1
CP048230.1,87550,1
CP048230.1,88297,1
CP048230.1,91159,1
CP048230.1,95034,1
CP048230.1,95052,1
CP048230.1,95113,2
CP048230.1,95120,2
CP048230.1,95140,1
CP048230.1,96570,1
CP048230.1,96874,1
CP048230.1,97020,1
CP048230.1,97248,1
CP048230.1,97253,3
CP048230.1,97260,2
CP048230.1,97424,2
CP048230.1,98407,1
CP048230.1,98414,1
CP048230.1,98681,1
CP048230.1,98886,1
CP048230.1,99244,1
CP048230.1,99251,1
CP048230.1,99292,1
CP048230.1,99398,1
CP048230.1,99451,1
CP048230.1,99522,1
CP048230.1,100714,1
CP048230.1,100906,1
CP048230.1,106184,1
CP048230.1,107712,1
CP048230.1,114112,1
CP048230.1,118355,1
CP048230.1,120760,1
CP048230.1,122445,1
CP048230.1,122546,2
CP048230.1,122711,1
CP048230.1,122726,1
CP048230.1,122787,1
CP048230.1,123154,3
CP048230.1,123260,1
CP048230.1,123325,1
CP048230.1,123336,1
CP048230.1,123363,2
CP048230.1,123370,1
CP048230.1,123414,2
CP048230.1,123426,1
CP048230.1,123434,2
CP048230.1,123441,2
CP048230.1,123468,2
CP048230.1,126041,1
CP048230.1,127003,2
CP048230.1,127615,2
CP048230.1,127722,1
CP048230.1,127729,2
CP048230.1,128322,1
CP048230.1,128329,1
CP048230.1,132245,1
CP048230.1,132273,3
CP048230.1,132281,1
CP048230.1,132348,3
CP048230.1,132408,4
CP048230.1,134107,1
CP048230.1,135858,1
CP048230.1,140795,2
CP048230.1,140918,2
CP048230.1,140930,1
CP048230.1,140951,2
CP048230.1,141215,1
CP048230.1,141231,1
CP048230.1,141259,1
CP048230.1,141312,1
CP048230.1,141837,2
CP048230.1,142301,1
CP048230.1,142428,4
CP048230.1,142435,1
CP048230.1,142452,1
CP048230.1,143979,2
CP048230.1,145178,2
CP048230.1,145613,1
CP048230.1,145782,1
CP048230.1,145789,1
CP048230.1,145792,1
CP048230.1,146004,1
CP048230.1,146012,1
CP048230.1,146773,1
CP048230.1,147208,1
CP048230.1,147215,1
CP048230.1,147271,1
CP048230.1,150435,1
CP048230.1,150522,2
CP048230.1,150653,1
CP048230.1,150766,1
CP048230.1,151281,1
CP048230.1,159924,1
CP048230.1,160311,1
CP048230.1,167792,2
CP048230.1,168370,1
CP048230.1,169983,1
CP048230.1,170280,1
CP048230.1,170547,1
CP048230.1,173444,1
CP048230.1,173560,1
CP048230.1,173578,1
CP048230.1,176389,1
CP048230.1,179637,1
CP048230.1,180982,1
CP048230.1,181101,2
CP048230.1,181262,1
CP048230.1,181269,1
CP048230.1,181369,1
CP048230.1,181872,1
CP048230.1,181879,1
CP048230.1,182349,1
CP048230.1,183366,1
CP048230.1,183391,1
CP048230.1,183455,1
CP048230.1,183621,1
CP048230.1,183688,1
CP048230.1,183755,1
CP048230.1,184040,1
CP048230.1,188274,1
CP048230.1,188979,1
CP048230.1,190254,1
CP048230.1,190280,2
CP048230.1,191543,2
CP048230.1,191564,1
CP048230.1,195665,1
CP048230.1,196749,1
CP048230.1,197351,2
CP048230.1,205521,1
CP048230.1,206398,1
CP048230.1,207994,1
CP048230.1,208803,1
CP048230.1,215820,1
CP048230.1,235991,1
CP048230.1,235998,1
CP048230.1,236449,1
CP048230.1,239432,2
CP048230.1,245817,1
CP048230.1,246067,1
CP048230.1,246647,1
CP048230.1,254319,1
CP048230.1,257425,1
CP048230.1,258966,1
CP048230.1,258970,1
CP048230.1,260099,1
CP048230.1,260124,1
CP048230.1,261148,2
CP048230.1,264182,1
CP048230.1,264217,2
CP048230.1,264542,1
CP048230.1,268548,1
CP048230.1,268928,1
CP048230.1,269377,1
CP048230.1,270424,1
CP048230.1,276922,1
CP048230.1,279157,3
CP048230.1,281639,1
CP048230.1,283883,1
CP048230.1,285452,1
CP048230.1,291967,1
CP048230.1,293323,1
CP048230.1,296647,1
CP048230.1,296669,1
CP048230.1,313392,1
CP048230.1,325227,1
CP048230.1,328288,1
CP048230.1,328542,2
CP048230.1,328926,1
CP048230.1,328942,2
CP048230.1,329120,2
CP048230.1,329185,1
CP048230.1,332465,1
CP048230.1,332509,1
CP048230.1,333493,4
CP048230.1,333637,2
CP048230.1,334116,2
CP048230.1,338603,2
CP048230.1,340362,3
CP048230.1,340559,2
CP048230.1,342362,1
CP048230.1,342369,2
CP048230.1,342422,1
CP048230.1,342513,1
CP048230.1,342565,1
CP048230.1,342715,1
CP048230.1,351072,3
CP048230.1,351273,5
CP048230.1,351372,1
CP048230.1,353255,1
CP048230.1,355178,2
CP048230.1,355234,1
CP048230.1,355272,1
CP048230.1,355510,1
CP048230.1,368593,1
CP048230.1,372283,1
CP048230.1,372338,1
CP048230.1,372664,1
CP048230.1,372846,1
CP048230.1,373033,2
CP048230.1,373124,1
CP048230.1,373852,1
CP048230.1,376514,1
CP048230.1,376796,1
CP048230.1,382429,1
CP048230.1,382700,1
CP048230.1,383625,1
CP048230.1,391873,1
CP048230.1,391917,1
CP048230.1,391936,2
CP048230.1,393653,1
CP048230.1,399649,2
CP048230.1,404150,1
CP048230.1,411520,2
CP048230.1,411527,1
CP048230.1,411615,2
CP048230.1,411666,1
CP048230.1,411771,1
CP048230.1,422653,2
CP048230.1,422911,1
CP048230.1,426520,1
CP048230.1,430837,1
CP048230.1,430844,3
CP048230.1,431146,1
CP048230.1,439595,5
CP048230.1,439981,3
CP048230.1,440798,2
CP048230.1,442460,1
CP048230.1,442803,1
CP048230.1,443148,1
CP048230.1,443483,1
CP048230.1,443490,2
CP048230.1,443675,1
CP048230.1,443716,2
CP048230.1,443787,1
CP048230.1,444142,1
CP048230.1,446370,1
CP048230.1,446436,1
CP048230.1,448970,1
CP048230.1,450853,1
CP048230.1,451486,2
CP048230.1,460769,1
CP048230.1,463160,2
CP048230.1,463273,1
CP048230.1,465057,2
CP048230.1,475788,1
CP048230.1,476343,1
CP048230.1,476369,1
CP048230.1,476539,1
CP048230.1,476583,1
CP048230.1,481779,1
CP048230.1,481787,3
CP048230.1,481834,2
CP048230.1,486775,1
CP048230.1,487256,1
CP048230.1,487693,1
CP048230.1,488292,2
CP048231.1,11529,4
CP048231.1,17384,1
CP048231.1,18666,1
CP048231.1,18692,1
CP048231.1,27863,1
CP048231.1,28121,1
CP048231.1,28269,1
CP048231.1,32283,1
CP048231.1,32465,3
CP048231.1,32803,1
CP048231.1,38436,1
CP048231.1,43385,1
CP048231.1,49058,1
CP048231.1,49602,1
CP048231.1,52078,1
CP048231.1,52182,1
CP048231.1,52256,1
CP048231.1,53377,2
CP048231.1,53384,2
CP048231.1,55021,1
CP048231.1,55138,1
CP048231.1,55289,1
CP048231.1,60467,1
CP048231.1,63111,1
CP048231.1,64879,1
CP048231.1,65386,1
CP048231.1,65491,4
CP048231.1,68136,1
CP048231.1,68158,1
CP048231.1,75465,1
CP048231.1,75926,1
CP048231.1,75933,1
CP048231.1,75984,1
CP048231.1,78227,2
CP048231.1,78251,1
CP048231.1,78496,1
CP048231.1,81280,2
CP048231.1,83706,2
CP048231.1,88290,3
CP048231.1,92122,1
CP048231.1,92240,1
CP048231.1,92349,4
CP048231.1,97004,2
CP048231.1,97858,1
CP048231.1,98493,1
CP048231.1,102621,1
CP048231.1,104839,1
CP048231.1,110800,2
CP048231.1,110803,1
CP048231.1,114428,1
CP048231.1,125602,1
CP048231.1,132416,1
CP048231.1,140933,1
CP048231.1,141023,1
CP048231.1,147370,1
CP048231.1,148361,2
CP048231.1,148684,1
CP048231.1,156326,1
CP048231.1,159422,1
CP048231.1,173785,2
CP048231.1,184027,1
CP048231.1,184400,1
CP048231.1,184720,1
CP048231.1,197092,1
CP048231.1,198870,1
CP048231.1,199199,1
CP048231.1,199206,1
CP048231.1,200144,1
CP048231.1,200151,1
CP048231.1,200173,1
CP048231.1,200212,1
CP048231.1,200333,1
CP048231.1,221461,1
CP048231.1,221676,1
CP048231.1,221723,1
CP048231.1,221814,3
CP048231.1,221827,1
CP048231.1,222071,1
CP048231.1,230587,1
CP048231.1,230589,1
CP048231.1,231807,1
CP048231.1,232214,1
CP048231.1,233730,1
CP048231.1,233762,1
CP048231.1,233873,1
CP048231.1,233880,1
CP048231.1,234272,1
CP048231.1,237700,2
CP048231.1,237807,1
CP048231.1,238021,2
CP048231.1,238197,1
CP048231.1,238214,1
CP048231.1,238708,2
CP048231.1,238715,3
CP048231.1,238752,1
CP048231.1,238754,1
CP048231.1,238955,1
CP048231.1,239267,1
CP048231.1,248798,2
CP048231.1,252990,1
CP048231.1,255188,1
CP048231.1,256555,1
CP048231.1,256851,1
CP048231.1,256858,1
CP048231.1,256867,1
CP048231.1,256925,1
CP048231.1,256986,1
CP048231.1,257186,1
CP048231.1,260589,1
CP048231.1,263325,1
CP048231.1,264053,1
CP048231.1,264196,1
CP048231.1,264358,1
CP048231.1,264365,1
CP048231.1,264556,1
CP048231.1,264840,1
CP048231.1,264842,1
CP048231.1,267121,1
CP048231.1,267128,2
CP048231.1,276281,1
CP048231.1,278368,2
CP048231.1,278388,1
CP048231.1,278468,5
CP048231.1,278475,3
CP048231.1,278703,4
CP048231.1,278778,2
CP048231.1,279309,1
CP048231.1,279359,4
CP048231.1,279394,1
CP048231.1,279549,1
CP048231.1,279556,1
CP048231.1,279758,1
CP048231.1,279990,1
CP048231.1,279997,2
CP048231.1,280014,1
CP048231.1,280021,2
CP048231.1,282640,1
CP048231.1,284280,3
CP048231.1,284556,1
CP048231.1,284784,2
CP048231.1,289401,1
CP048231.1,289442,1
CP048231.1,289449,1
CP048231.1,289639,1
CP048231.1,290183,2
CP048231.1,290249,1
CP048231.1,290514,1
CP048231.1,290519,1
CP048231.1,290679,1
CP048231.1,295964,1
CP048231.1,295999,2
CP048231.1,296040,3
CP048231.1,296100,1
CP048231.1,296697,1
CP048231.1,296820,1
CP048231.1,296922,1
CP048231.1,296988,1
CP048231.1,297033,1
CP048231.1,298448,1
CP048231.1,299092,1
CP048231.1,299783,1
CP048231.1,299820,1
CP048231.1,299842,1
CP048231.1,299863,3
CP048231.1,299901,3
CP048231.1,299955,1
CP048231.1,299960,2
CP048231.1,300015,4
CP048231.1,300141,4
CP048231.1,300336,1
CP048231.1,302456,1
CP048231.1,302531,1
CP048231.1,302683,1
CP048231.1,303141,1
CP048231.1,303191,1
CP048231.1,303590,6
CP048231.1,303597,4
CP048231.1,303741,1
CP048231.1,308528,1
CP048231.1,316898,1
CP048231.1,318042,1
CP048231.1,321171,1
CP048231.1,324495,1
CP048231.1,325242,1
CP048231.1,332736,1
CP048231.1,335744,1
CP048231.1,340850,1
CP048231.1,343340,1
CP048231.1,343551,1
CP048231.1,351967,1
CP048231.1,352560,2
CP048231.1,352616,1
CP048231.1,352948,2
CP048231.1,354082,1
CP048231.1,354142,1
CP048231.1,354162,1
CP048231.1,354365,1
CP048231.1,354371,1
CP048231.1,354377,1
CP048231.1,354383,1
CP048231.1,354600,1
CP048231.1,354607,1
CP048231.1,354655,1
CP048231.1,354662,3
CP048231.1,354698,1
CP048231.1,354798,1
CP048231.1,355296,1
CP048231.1,355339,2
CP048231.1,355426,1
CP048231.1,355488,1
CP048231.1,355579,1
CP048231.1,355593,2
CP048231.1,355678,1
CP048231.1,355976,1
CP048231.1,369476,1
CP048231.1,369728,2
CP048231.1,370398,3
CP048231.1,370729,2
CP048231.1,370799,1
CP048231.1,370810,1
CP048231.1,370817,5
CP048231.1,371065,2
