Chromosome	Source	Up feature type	Up feature name	Up gene name	Up feature dist	Down feature type	Down feature name	Down gene name	Down feature dist	IntergenicType	Hit position	Hit count
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	167	gene	GWK60_A00121	GWK60_A00121	634	W-W	39235	3
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	215	gene	GWK60_A00121	GWK60_A00121	586	W-W	39283	2
CP048230.1	W	gene	GWK60_A00099	GWK60_A00099	562	gene	GWK60_A00121	GWK60_A00121	239	W-W	39630	1
CP048230.1	W	gene	GWK60_A00143	GWK60_A00143	99	gene	GWK60_A00165	GWK60_A00165	384	C-W	43314	1
CP048230.1	W	gene	GWK60_A00209	GWK60_A00209	309	gene	GWK60_A00231	GWK60_A00231	240	W-W	47445	1
CP048230.1	W	gene	GWK60_A00253	GWK60_A00253	0	gene	GWK60_A00253	GWK60_A00253	0	ORF(C)-ORF(C)	49393	1
CP048230.1	W	gene	GWK60_A00253	GWK60_A00253	258	gene	GWK60_A00275	GWK60_A00275	570	C-C	51236	2
CP048230.1	W	gene	GWK60_A00253	GWK60_A00253	722	gene	GWK60_A00275	GWK60_A00275	106	C-C	51700	1
CP048230.1	W	gene	GWK60_A00253	GWK60_A00253	758	gene	GWK60_A00275	GWK60_A00275	70	C-C	51736	1
CP048230.1	W	gene	GWK60_A00275	GWK60_A00275	0	gene	GWK60_A00275	GWK60_A00275	0	ORF(C)-ORF(C)	52067	2
CP048230.1	W	gene	GWK60_A00319	ERG4	2441	gene	GWK60_A00341	PDR1	1097	C-W	61114	1
CP048230.1	W	gene	GWK60_A00319	ERG4	2930	gene	GWK60_A00341	PDR1	608	C-W	61603	2
CP048230.1	W	gene	GWK60_A00319	ERG4	2951	gene	GWK60_A00341	PDR1	587	C-W	61624	1
CP048230.1	W	gene	GWK60_A00341	PDR1	0	gene	GWK60_A00341	PDR1	0	ORF(W)-ORF(W)	63437	1
CP048230.1	W	gene	GWK60_A00363	GWK60_A00363	514	gene	GWK60_A00385	PMA1	1001	C-C	68665	1
CP048230.1	W	gene	GWK60_A00385	PMA1	576	gene	GWK60_A00407	GWK60_A00407	526	C-W	72950	1
CP048230.1	W	gene	GWK60_A00385	PMA1	865	gene	GWK60_A00407	GWK60_A00407	237	C-W	73239	1
CP048230.1	W	gene	GWK60_A00385	PMA1	1032	gene	GWK60_A00407	GWK60_A00407	70	C-W	73406	1
CP048230.1	W	gene	GWK60_A00385	PMA1	1055	gene	GWK60_A00407	GWK60_A00407	47	C-W	73429	4
CP048230.1	W	gene	GWK60_A00385	PMA1	1092	gene	GWK60_A00407	GWK60_A00407	10	C-W	73466	3
CP048230.1	W	gene	GWK60_A00407	GWK60_A00407	0	gene	GWK60_A00407	GWK60_A00407	0	ORF(W)-ORF(W)	76372	1
CP048230.1	W	gene	GWK60_A00429	GWK60_A00429	348	gene	GWK60_A00451	GWK60_A00451	137	C-C	78219	2
CP048230.1	W	gene	GWK60_A00429	GWK60_A00429	415	gene	GWK60_A00451	GWK60_A00451	70	C-C	78286	1
CP048230.1	W	gene	GWK60_A00429	GWK60_A00429	461	gene	GWK60_A00451	GWK60_A00451	24	C-C	78332	1
CP048230.1	W	gene	GWK60_A00429	GWK60_A00429	476	gene	GWK60_A00451	GWK60_A00451	9	C-C	78347	1
CP048230.1	W	gene	GWK60_A00451	GWK60_A00451	0	gene	GWK60_A00451	GWK60_A00451	0	ORF(C)-ORF(C)	78363	1
CP048230.1	W	gene	GWK60_A00451	GWK60_A00451	0	gene	GWK60_A00451	GWK60_A00451	0	ORF(C)-ORF(C)	78438	1
CP048230.1	W	gene	GWK60_A00451	GWK60_A00451	0	gene	GWK60_A00451	GWK60_A00451	0	ORF(C)-ORF(C)	78524	1
CP048230.1	W	gene	GWK60_A00451	GWK60_A00451	0	gene	GWK60_A00451	GWK60_A00451	0	ORF(C)-ORF(C)	78621	1
CP048230.1	W	gene	GWK60_A00451	GWK60_A00451	0	gene	GWK60_A00451	GWK60_A00451	0	ORF(C)-ORF(C)	78629	1
CP048230.1	W	gene	GWK60_A00451	GWK60_A00451	0	gene	GWK60_A00451	GWK60_A00451	0	ORF(C)-ORF(C)	78636	1
CP048230.1	W	gene	GWK60_A00451	GWK60_A00451	0	gene	GWK60_A00451	GWK60_A00451	0	ORF(C)-ORF(C)	78865	1
CP048230.1	W	gene	GWK60_A00451	GWK60_A00451	0	gene	GWK60_A00451	GWK60_A00451	0	ORF(C)-ORF(C)	79286	1
CP048230.1	W	gene	GWK60_A00495	GWK60_A00495	223	gene	GWK60_A00517	GWK60_A00517	398	C-W	84071	3
CP048230.1	W	gene	GWK60_A00539	GWK60_A00539	70	gene	GWK60_A00561	GWK60_A00561	237	W-C	86029	1
CP048230.1	W	gene	GWK60_A00539	GWK60_A00539	258	gene	GWK60_A00561	GWK60_A00561	49	W-C	86217	3
CP048230.1	W	gene	GWK60_A00539	GWK60_A00539	260	gene	GWK60_A00561	GWK60_A00561	47	W-C	86219	1
CP048230.1	W	gene	GWK60_A00605	GWK60_A00605	0	gene	GWK60_A00605	GWK60_A00605	0	ORF(W)-ORF(W)	90609	1
CP048230.1	W	gene	GWK60_A00605	GWK60_A00605	0	gene	GWK60_A00605	GWK60_A00605	0	ORF(W)-ORF(W)	90839	1
CP048230.1	W	gene	GWK60_A00627	GWK60_A00627	0	gene	GWK60_A00627	GWK60_A00627	0	ORF(W)-ORF(W)	94813	1
CP048230.1	W	gene	GWK60_A00627	GWK60_A00627	47	gene	GWK60_A00649	GWK60_A00649	1098	W-W	94881	1
CP048230.1	W	gene	GWK60_A00627	GWK60_A00627	84	gene	GWK60_A00649	GWK60_A00649	1061	W-W	94918	1
CP048230.1	W	gene	GWK60_A00627	GWK60_A00627	191	gene	GWK60_A00649	GWK60_A00649	954	W-W	95025	2
CP048230.1	W	gene	GWK60_A00627	GWK60_A00627	200	gene	GWK60_A00649	GWK60_A00649	945	W-W	95034	1
CP048230.1	W	gene	GWK60_A00627	GWK60_A00627	391	gene	GWK60_A00649	GWK60_A00649	754	W-W	95225	2
CP048230.1	W	gene	GWK60_A00649	GWK60_A00649	0	gene	GWK60_A00649	GWK60_A00649	0	ORF(W)-ORF(W)	97128	1
CP048230.1	W	gene	GWK60_A00649	GWK60_A00649	233	gene	GWK60_A00671	GWK60_A00671	929	W-W	97861	1
CP048230.1	W	gene	GWK60_A00671	GWK60_A00671	0	gene	GWK60_A00671	GWK60_A00671	0	ORF(W)-ORF(W)	99151	1
CP048230.1	W	gene	GWK60_A00671	GWK60_A00671	0	gene	GWK60_A00671	GWK60_A00671	0	ORF(W)-ORF(W)	99244	1
CP048230.1	W	gene	GWK60_A00759	EST2	0	gene	GWK60_A00759	EST2	0	ORF(W)-ORF(W)	111432	1
CP048230.1	W	gene	GWK60_A00847	PEX23B	221	gene	GWK60_A00869	GWK60_A00869	706	W-C	120915	1
CP048230.1	W	gene	GWK60_A00847	PEX23B	455	gene	GWK60_A00869	GWK60_A00869	472	W-C	121149	1
CP048230.1	W	gene	GWK60_A00869	GWK60_A00869	251	gene	GWK60_A00891	GWK60_A00891	737	C-W	122108	1
CP048230.1	W	gene	GWK60_A00869	GWK60_A00869	389	gene	GWK60_A00891	GWK60_A00891	599	C-W	122246	1
CP048230.1	W	gene	GWK60_A00869	GWK60_A00869	586	gene	GWK60_A00891	GWK60_A00891	402	C-W	122443	2
CP048230.1	W	gene	GWK60_A00869	GWK60_A00869	707	gene	GWK60_A00891	GWK60_A00891	281	C-W	122564	2
CP048230.1	W	gene	GWK60_A00869	GWK60_A00869	869	gene	GWK60_A00891	GWK60_A00891	119	C-W	122726	1
CP048230.1	W	gene	GWK60_A00891	GWK60_A00891	0	gene	GWK60_A00891	GWK60_A00891	0	ORF(W)-ORF(W)	123090	2
CP048230.1	W	gene	GWK60_A00891	GWK60_A00891	0	gene	GWK60_A00891	GWK60_A00891	0	ORF(W)-ORF(W)	123154	1
CP048230.1	W	gene	GWK60_A00891	GWK60_A00891	0	gene	GWK60_A00891	GWK60_A00891	0	ORF(W)-ORF(W)	123329	1
CP048230.1	W	gene	GWK60_A00891	GWK60_A00891	0	gene	GWK60_A00891	GWK60_A00891	0	ORF(W)-ORF(W)	123392	2
CP048230.1	W	gene	GWK60_A00913	GWK60_A00913	737	gene	GWK60_A00935	GWK60_A00935	98	W-C	125952	1
CP048230.1	W	gene	GWK60_A00913	GWK60_A00913	827	gene	GWK60_A00935	GWK60_A00935	8	W-C	126042	1
CP048230.1	W	gene	GWK60_A00935	GWK60_A00935	107	gene	GWK60_A00957	GWK60_A00957	477	C-W	127608	1
CP048230.1	W	gene	GWK60_A00935	GWK60_A00935	292	gene	GWK60_A00957	GWK60_A00957	292	C-W	127793	1
CP048230.1	W	gene	GWK60_A00935	GWK60_A00935	300	gene	GWK60_A00957	GWK60_A00957	284	C-W	127801	2
CP048230.1	W	gene	GWK60_A00935	GWK60_A00935	472	gene	GWK60_A00957	GWK60_A00957	112	C-W	127973	2
